date,open,high,low,close,volume
17/08/2023,"28,730.00","28,778.00","24,863.00","26,661.00",4.96K
16/08/2023,"29,200.00","29,255.00","28,728.00","28,730.00",1.07K
15/08/2023,"29,445.00","29,499.00","29,109.00","29,200.00",0.49K
14/08/2023,"29,314.00","29,689.00","29,103.00","29,445.00",0.79K
13/08/2023,"29,445.00","29,477.00","29,297.00","29,314.00",0.27K
12/8/2023,"29,434.00","29,495.00","29,393.00","29,445.00",0.20K
11/8/2023,"29,458.00","29,549.00","29,258.00","29,434.00",1.10K
10/8/2023,"29,597.00","29,745.00","29,384.00","29,458.00",1.44K
9/8/2023,"29,796.00","30,163.00","29,393.00","29,597.00",1.22K
8/8/2023,"29,223.00","30,235.00","29,165.00","29,796.00",1.36K
7/8/2023,"29,095.00","29,289.00","28,722.00","29,223.00",1.03K
6/8/2023,"29,075.00","29,198.00","29,007.00","29,095.00",0.39K
5/8/2023,"29,119.00","29,153.00","28,993.00","29,075.00",0.41K
4/8/2023,"29,206.00","29,335.00","28,863.00","29,119.00",0.59K
3/8/2023,"29,197.00","29,438.00","28,995.00","29,206.00",0.62K
2/8/2023,"29,746.00","30,056.00","28,975.00","29,197.00",1.18K
1/8/2023,"29,273.00","29,746.00","28,663.00","29,746.00",1.64K
31/07/2023,"29,315.00","29,560.00","29,164.00","29,273.00",0.45K
30/07/2023,"29,402.00","29,488.00","29,111.00","29,315.00",0.49K
29/07/2023,"29,365.00","29,443.00","29,305.00","29,402.00",0.15K
28/07/2023,"29,256.00","29,578.00","29,169.00","29,365.00",0.32K
27/07/2023,"29,390.00","29,601.00","29,123.00","29,256.00",0.61K
26/07/2023,"29,272.00","29,720.00","29,150.00","29,390.00",0.75K
25/07/2023,"29,224.00","29,404.00","29,101.00","29,272.00",0.37K
24/07/2023,"30,122.00","30,125.00","28,931.00","29,224.00",1.62K
23/07/2023,"29,811.00","30,370.00","29,777.00","30,122.00",0.50K
22/07/2023,"29,942.00","30,035.00","29,673.00","29,811.00",0.19K
21/07/2023,"29,839.00","30,091.00","29,770.00","29,942.00",1.12K
20/07/2023,"29,939.00","30,438.00","29,625.00","29,839.00",1.31K
19/07/2023,"29,888.00","30,220.00","29,829.00","29,939.00",0.50K
18/07/2023,"30,172.00","30,269.00","29,618.00","29,888.00",1.28K
17/07/2023,"30,260.00","30,353.00","29,701.00","30,172.00",1.33K
16/07/2023,"30,310.00","30,469.00","30,108.00","30,260.00",0.53K
15/07/2023,"30,343.00","30,419.00","30,283.00","30,310.00",0.38K
14/07/2023,"31,500.00","31,657.00","29,969.00","30,343.00",2.41K
13/07/2023,"30,428.00","31,814.00","30,307.00","31,500.00",2.91K
12/7/2023,"30,654.00","30,998.00","30,260.00","30,428.00",1.07K
11/7/2023,"30,445.00","30,822.00","30,359.00","30,654.00",0.71K
10/7/2023,"30,188.00","31,044.00","29,988.00","30,445.00",1.28K
9/7/2023,"30,318.00","30,459.00","30,081.00","30,188.00",0.78K
8/7/2023,"30,370.00","30,406.00","30,086.00","30,318.00",0.46K
7/7/2023,"29,942.00","30,469.00","29,779.00","30,370.00",1.19K
6/7/2023,"30,532.00","31,530.00","29,901.00","29,942.00",2.31K
5/7/2023,"30,782.00","30,897.00","30,239.00","30,532.00",1.25K
4/7/2023,"31,176.00","31,345.00","30,656.00","30,782.00",1.67K
3/7/2023,"30,663.00","31,416.00","30,607.00","31,176.00",1.36K
2/7/2023,"30,607.00","30,817.00","30,200.00","30,663.00",0.70K
1/7/2023,"30,500.00","30,689.00","30,356.00","30,607.00",0.95K
30/06/2023,"30,471.00","31,299.00","29,617.00","30,500.00",3.22K
29/06/2023,"30,094.00","30,844.00","30,062.00","30,471.00",0.98K
28/06/2023,"30,711.00","30,731.00","29,900.00","30,094.00",1.21K
27/06/2023,"30,287.00","31,018.00","30,246.00","30,711.00",1.13K
26/06/2023,"30,485.00","30,672.00","29,981.00","30,287.00",1.03K
25/06/2023,"30,556.00","31,058.00","30,334.00","30,485.00",0.65K
24/06/2023,"30,708.00","30,820.00","30,294.00","30,556.00",0.73K
23/06/2023,"29,920.00","31,415.00","29,838.00","30,708.00",2.29K
22/06/2023,"30,013.00","30,506.00","29,678.00","29,920.00",1.68K
21/06/2023,"28,325.00","30,769.00","28,286.00","30,013.00",3.14K
20/06/2023,"26,866.00","28,406.00","26,676.00","28,325.00",2.17K
19/06/2023,"26,358.00","27,056.00","26,293.00","26,866.00",0.96K
18/06/2023,"26,535.00","26,712.00","26,293.00","26,358.00",0.53K
17/06/2023,"26,357.00","26,789.00","26,202.00","26,535.00",0.81K
16/06/2023,"25,611.00","26,506.00","25,244.00","26,357.00",1.02K
15/06/2023,"25,146.00","25,766.00","24,862.00","25,611.00",1.11K
14/06/2023,"25,941.00","26,113.00","24,853.00","25,146.00",1.26K
13/06/2023,"25,933.00","26,428.00","25,748.00","25,941.00",0.79K
12/6/2023,"25,953.00","26,106.00","25,650.00","25,933.00",0.36K
11/6/2023,"25,870.00","26,230.00","25,669.00","25,953.00",0.53K
10/6/2023,"26,502.00","26,556.00","25,468.00","25,870.00",1.66K
9/6/2023,"26,526.00","26,804.00","26,303.00","26,502.00",0.49K
8/6/2023,"26,365.00","26,811.00","26,248.00","26,526.00",0.70K
7/6/2023,"27,233.00","27,368.00","26,157.00","26,365.00",1.79K
6/6/2023,"25,730.00","27,342.00","25,392.00","27,233.00",1.69K
5/6/2023,"27,126.00","27,134.00","25,420.00","25,730.00",3.02K
4/6/2023,"27,077.00","27,446.00","26,963.00","27,126.00",0.46K
3/6/2023,"27,254.00","27,331.00","26,925.00","27,077.00",0.44K
2/6/2023,"26,833.00","27,301.00","26,523.00","27,254.00",0.79K
1/6/2023,"27,220.00","27,348.00","26,666.00","26,833.00",0.83K
31/05/2023,"27,723.00","27,855.00","26,859.00","27,220.00",1.34K
30/05/2023,"27,772.00","28,065.00","27,600.00","27,723.00",0.49K
29/05/2023,"28,096.00","28,463.00","27,579.00","27,772.00",0.82K
28/05/2023,"26,885.00","28,263.00","26,804.00","28,096.00",1.60K
27/05/2023,"26,737.00","26,917.00","26,608.00","26,885.00",0.24K
26/05/2023,"26,498.00","26,937.00","26,359.00","26,737.00",0.96K
25/05/2023,"26,344.00","26,620.00","25,889.00","26,498.00",0.64K
24/05/2023,"27,243.00","27,243.00","26,100.00","26,344.00",0.92K
23/05/2023,"26,869.00","27,481.00","26,829.00","27,243.00",0.59K
22/05/2023,"26,760.00","27,101.00","26,562.00","26,869.00",0.54K
21/05/2023,"27,126.00","27,285.00","26,701.00","26,760.00",0.52K
20/05/2023,"26,911.00","27,168.00","26,863.00","27,126.00",0.18K
19/05/2023,"26,862.00","27,198.00","26,676.00","26,911.00",0.33K
18/05/2023,"27,425.00","27,504.00","26,443.00","26,862.00",1.59K
17/05/2023,"27,054.00","27,511.00","26,614.00","27,425.00",1.88K
16/05/2023,"27,190.00","27,313.00","26,899.00","27,054.00",0.80K
15/05/2023,"26,937.00","27,671.00","26,764.00","27,190.00",0.98K
14/05/2023,"26,790.00","27,194.00","26,639.00","26,937.00",0.37K
13/05/2023,"26,818.00","27,065.00","26,713.00","26,790.00",0.35K
12/5/2023,"27,016.00","27,101.00","25,884.00","26,818.00",1.82K
11/5/2023,"27,622.00","27,654.00","26,795.00","27,016.00",1.79K
10/5/2023,"27,668.00","28,338.00","26,855.00","27,622.00",1.70K
9/5/2023,"27,701.00","27,844.00","27,386.00","27,668.00",0.75K
8/5/2023,"28,464.00","28,682.00","27,309.00","27,701.00",1.59K
7/5/2023,"28,909.00","29,175.00","28,464.00","28,464.00",0.64K
6/5/2023,"29,526.00","29,836.00","28,415.00","28,909.00",1.15K
5/5/2023,"28,844.00","29,687.00","28,844.00","29,526.00",1.41K
4/5/2023,"29,037.00","29,370.00","28,706.00","28,844.00",0.81K
3/5/2023,"28,679.00","29,277.00","28,161.00","29,037.00",1.03K
2/5/2023,"28,106.00","28,888.00","27,919.00","28,679.00",1.24K
1/5/2023,"29,255.00","29,347.00","27,700.00","28,106.00",1.80K
30/04/2023,"29,253.00","29,962.00","29,113.00","29,255.00",1.37K
29/04/2023,"29,338.00","29,454.00","29,085.00","29,253.00",0.35K
28/04/2023,"29,479.00","29,589.00","28,911.00","29,338.00",1.40K
27/04/2023,"28,433.00","29,885.00","28,395.00","29,479.00",1.89K
26/04/2023,"28,324.00","30,028.00","27,263.00","28,433.00",3.46K
25/04/2023,"27,522.00","28,389.00","27,224.00","28,324.00",0.98K
24/04/2023,"27,613.00","28,000.00","26,998.00","27,522.00",1.38K
23/04/2023,"27,826.00","27,827.00","27,364.00","27,613.00",0.69K
22/04/2023,"27,287.00","27,884.00","27,163.00","27,826.00",0.71K
21/04/2023,"28,248.00","28,378.00","27,191.00","27,287.00",1.37K
20/04/2023,"28,826.00","29,098.00","28,035.00","28,248.00",1.55K
19/04/2023,"30,392.00","30,412.00","28,645.00","28,826.00",3.76K
18/04/2023,"29,434.00","30,471.00","29,169.00","30,392.00",1.93K
17/04/2023,"30,285.00","30,289.00","29,277.00","29,434.00",2.04K
16/04/2023,"30,280.00","30,559.00","30,123.00","30,285.00",1.84K
15/04/2023,"30,462.00","30,575.00","30,195.00","30,280.00",0.80K
14/04/2023,"30,389.00","30,968.00","30,001.00","30,462.00",2.59K
13/04/2023,"29,876.00","30,563.00","29,867.00","30,389.00",1.43K
12/4/2023,"30,190.00","30,450.00","29,683.00","29,876.00",1.69K
11/4/2023,"29,614.00","30,484.00","29,579.00","30,190.00",2.75K
10/4/2023,"28,320.00","29,724.00","28,159.00","29,614.00",2.24K
9/4/2023,"27,901.00","28,510.00","27,780.00","28,320.00",0.68K
8/4/2023,"27,889.00","28,135.00","27,839.00","27,901.00",0.40K
7/4/2023,"28,018.00","28,082.00","27,755.00","27,889.00",0.33K
6/4/2023,"28,153.00","28,163.00","27,728.00","28,018.00",0.88K
5/4/2023,"28,153.00","28,750.00","27,837.00","28,153.00",1.52K
4/4/2023,"27,790.00","28,445.00","27,671.00","28,153.00",1.08K
3/4/2023,"28,173.00","28,482.00","27,231.00","27,790.00",2.64K
2/4/2023,"28,443.00","28,515.00","27,867.00","28,173.00",1.00K
1/4/2023,"28,460.00","28,809.00","28,210.00","28,443.00",0.86K
31/03/2023,"28,017.00","28,651.00","27,556.00","28,460.00",1.32K
30/03/2023,"28,344.00","29,170.00","27,692.00","28,017.00",2.68K
29/03/2023,"27,265.00","28,645.00","27,253.00","28,344.00",2.12K
28/03/2023,"27,129.00","27,512.00","26,637.00","27,265.00",1.44K
27/03/2023,"27,986.00","28,027.00","26,542.00","27,129.00",1.94K
26/03/2023,"27,482.00","28,171.00","27,438.00","27,986.00",1.17K
25/03/2023,"27,458.00","27,779.00","27,173.00","27,482.00",0.86K
24/03/2023,"28,304.00","28,372.00","27,017.00","27,458.00",1.92K
23/03/2023,"27,263.00","28,741.00","27,121.00","28,304.00",3.12K
22/03/2023,"28,112.00","28,813.00","26,620.00","27,263.00",3.93K
21/03/2023,"27,712.00","28,435.00","27,313.00","28,112.00",1.66K
20/03/2023,"27,936.00","28,438.00","27,130.00","27,712.00",2.70K
19/03/2023,"26,913.00","28,329.00","26,838.00","27,936.00",4.34K
18/03/2023,"27,350.00","27,605.00","26,595.00","26,913.00",3.08K
17/03/2023,"25,057.00","27,562.00","24,954.00","27,350.00",9.82K
16/03/2023,"24,321.00","25,213.00","24,202.00","25,057.00",2.42K
15/03/2023,"24,744.00","25,245.00","23,939.00","24,321.00",2.63K
14/03/2023,"24,187.00","26,434.00","24,073.00","24,744.00",9.61K
13/03/2023,"22,079.00","24,560.00","21,891.00","24,187.00",7.01K
12/3/2023,"20,538.00","22,132.00","20,363.00","22,079.00",5.61K
11/3/2023,"20,201.00","20,783.00","19,874.00","20,538.00",6.80K
10/3/2023,"20,378.00","20,381.00","19,592.00","20,201.00",4.64K
9/3/2023,"21,712.00","21,835.00","20,096.00","20,378.00",3.79K
8/3/2023,"22,209.00","22,286.00","21,622.00","21,712.00",1.75K
7/3/2023,"22,404.00","22,552.00","21,967.00","22,209.00",1.84K
6/3/2023,"22,431.00","22,586.00","22,315.00","22,404.00",0.89K
5/3/2023,"22,346.00","22,650.00","22,225.00","22,431.00",0.43K
4/3/2023,"22,363.00","22,405.00","22,176.00","22,346.00",0.41K
3/3/2023,"23,472.00","23,482.00","22,003.00","22,363.00",2.99K
2/3/2023,"23,646.00","23,792.00","23,208.00","23,472.00",0.70K
1/3/2023,"23,134.00","23,979.00","23,037.00","23,646.00",1.37K
28/02/2023,"23,504.00","23,609.00","23,067.00","23,134.00",1.44K
27/02/2023,"23,560.00","23,891.00","23,167.00","23,504.00",1.84K
26/02/2023,"23,177.00","23,669.00","23,083.00","23,560.00",0.77K
25/02/2023,"23,201.00","23,222.00","22,810.00","23,177.00",1.12K
24/02/2023,"23,947.00","24,150.00","22,911.00","23,201.00",3.45K
23/02/2023,"24,186.00","24,598.00","23,625.00","23,947.00",2.24K
22/02/2023,"24,460.00","24,485.00","23,586.00","24,186.00",3.34K
21/02/2023,"24,831.00","25,162.00","24,177.00","24,460.00",3.55K
20/02/2023,"24,294.00","25,114.00","23,867.00","24,831.00",2.02K
19/02/2023,"24,633.00","25,200.00","24,246.00","24,294.00",2.72K
18/02/2023,"24,579.00","24,853.00","24,450.00","24,633.00",0.63K
17/02/2023,"23,535.00","25,018.00","23,362.00","24,579.00",4.17K
16/02/2023,"24,318.00","25,232.00","23,527.00","23,535.00",4.64K
15/02/2023,"22,198.00","24,350.00","22,082.00","24,318.00",2.37K
14/02/2023,"21,773.00","22,311.00","21,578.00","22,198.00",1.44K
13/02/2023,"21,796.00","21,902.00","21,404.00","21,773.00",3.08K
12/2/2023,"21,866.00","22,095.00","21,667.00","21,796.00",1.26K
11/2/2023,"21,643.00","21,903.00","21,614.00","21,866.00",0.36K
10/2/2023,"21,800.00","21,937.00","21,500.00","21,643.00",1.47K
9/2/2023,"22,959.00","23,002.00","21,710.00","21,800.00",3.31K
8/2/2023,"23,251.00","23,430.00","22,691.00","22,959.00",1.35K
7/2/2023,"22,755.00","23,350.00","22,744.00","23,251.00",1.20K
6/2/2023,"22,936.00","23,145.00","22,639.00","22,755.00",1.08K
5/2/2023,"23,315.00","23,419.00","22,799.00","22,936.00",1.44K
4/2/2023,"23,433.00","23,580.00","23,253.00","23,315.00",0.58K
3/2/2023,"23,485.00","23,700.00","23,230.00","23,433.00",1.92K
2/2/2023,"23,723.00","24,239.00","23,395.00","23,485.00",2.83K
1/2/2023,"23,135.00","23,802.00","22,800.00","23,723.00",2.13K
31/01/2023,"22,837.00","23,286.00","22,730.00","23,135.00",1.99K
30/01/2023,"23,746.00","23,784.00","22,516.00","22,837.00",2.95K
29/01/2023,"23,029.00","23,962.00","23,000.00","23,746.00",4.24K
28/01/2023,"23,067.00","23,181.00","22,885.00","23,029.00",1.41K
27/01/2023,"23,004.00","23,475.00","22,539.00","23,067.00",2.25K
26/01/2023,"23,045.00","23,273.00","22,859.00","23,004.00",1.40K
25/01/2023,"22,627.00","23,812.00","22,334.00","23,045.00",3.74K
24/01/2023,"22,910.00","23,154.00","22,479.00","22,627.00",1.88K
23/01/2023,"22,713.00","23,169.00","22,520.00","22,910.00",1.86K
22/01/2023,"22,766.00","23,071.00","22,321.00","22,713.00",1.52K
21/01/2023,"22,672.00","23,312.00","22,443.00","22,766.00",3.60K
20/01/2023,"21,080.00","22,742.00","20,879.00","22,672.00",2.88K
19/01/2023,"20,678.00","21,181.00","20,670.00","21,080.00",0.90K
18/01/2023,"21,136.00","21,632.00","20,435.00","20,678.00",3.19K
17/01/2023,"21,196.00","21,518.00","20,905.00","21,136.00",2.06K
16/01/2023,"20,882.00","21,433.00","20,651.00","21,196.00",3.25K
15/01/2023,"20,963.00","21,048.00","20,583.00","20,882.00",1.54K
14/01/2023,"19,933.00","21,300.00","19,897.00","20,963.00",6.06K
13/01/2023,"18,857.00","19,989.00","18,725.00","19,933.00",3.03K
12/1/2023,"17,946.00","19,070.00","17,920.00","18,857.00",5.32K
11/1/2023,"17,445.00","17,998.00","17,319.00","17,946.00",2.23K
10/1/2023,"17,188.00","17,503.00","17,155.00","17,445.00",0.81K
9/1/2023,"17,139.00","17,399.00","17,123.00","17,188.00",1.58K
8/1/2023,"16,958.00","17,174.00","16,930.00","17,139.00",0.81K
7/1/2023,"16,967.00","16,990.00","16,925.00","16,958.00",0.28K
6/1/2023,"16,842.00","17,045.00","16,705.00","16,967.00",1.82K
5/1/2023,"16,868.00","16,888.00","16,778.00","16,842.00",0.57K
4/1/2023,"16,689.00","16,998.00","16,671.00","16,868.00",1.12K
3/1/2023,"16,690.00","16,807.00","16,625.00","16,689.00",1.58K
2/1/2023,"16,643.00","16,802.00","16,584.00","16,690.00",0.60K
1/1/2023,"16,564.00","16,644.00","16,517.00","16,643.00",0.24K
31/12/2022,"16,618.00","16,660.00","16,515.00","16,564.00",0.60K
30/12/2022,"16,658.00","16,659.00","16,380.00","16,618.00",1.30K
29/12/2022,"16,558.00","16,675.00","16,505.00","16,658.00",0.42K
28/12/2022,"16,719.00","16,796.00","16,490.00","16,558.00",1.59K
27/12/2022,"16,946.00","16,987.00","16,631.00","16,719.00",0.94K
26/12/2022,"16,847.00","16,958.00","16,814.00","16,946.00",0.32K
25/12/2022,"16,864.00","16,874.00","16,760.00","16,847.00",0.38K
24/12/2022,"16,802.00","16,880.00","16,802.00","16,864.00",0.40K
23/12/2022,"16,838.00","16,942.00","16,788.00","16,802.00",0.53K
22/12/2022,"16,845.00","16,873.00","16,588.00","16,838.00",0.77K
21/12/2022,"16,925.00","16,934.00","16,755.00","16,845.00",0.79K
20/12/2022,"16,448.00","17,057.00","16,413.00","16,925.00",1.46K
19/12/2022,"16,757.00","16,825.00","16,320.00","16,448.00",2.04K
18/12/2022,"16,793.00","16,851.00","16,680.00","16,757.00",0.61K
17/12/2022,"16,642.00","16,811.00","16,609.00","16,793.00",1.23K
16/12/2022,"17,372.00","17,543.00","16,554.00","16,642.00",3.01K
15/12/2022,"17,810.00","17,867.00","17,311.00","17,372.00",1.92K
14/12/2022,"17,785.00","18,373.00","17,688.00","17,810.00",3.08K
13/12/2022,"17,228.00","17,981.00","17,107.00","17,785.00",5.96K
12/12/2022,"17,109.00","17,258.00","16,899.00","17,228.00",2.47K
11/12/2022,"17,132.00","17,294.00","17,095.00","17,109.00",2.07K
10/12/2022,"17,135.00","17,232.00","17,109.00","17,132.00",0.37K
9/12/2022,"17,246.00","17,326.00","17,090.00","17,135.00",1.42K
8/12/2022,"16,844.00","17,321.00","16,759.00","17,246.00",1.76K
7/12/2022,"17,096.00","17,137.00","16,720.00","16,844.00",1.07K
6/12/2022,"16,974.00","17,109.00","16,917.00","17,096.00",0.77K
5/12/2022,"17,128.00","17,420.00","16,886.00","16,974.00",1.46K
4/12/2022,"16,890.00","17,199.00","16,886.00","17,128.00",1.41K
3/12/2022,"17,091.00","17,135.00","16,870.00","16,890.00",0.69K
2/12/2022,"16,980.00","17,100.00","16,808.00","17,091.00",1.53K
1/12/2022,"17,182.00","17,270.00","16,872.00","16,980.00",1.56K
30/11/2022,"16,452.00","17,238.00","16,446.00","17,182.00",2.73K
29/11/2022,"16,215.00","16,537.00","16,102.00","16,452.00",1.63K
28/11/2022,"16,432.00","16,487.00","16,014.00","16,215.00",1.74K
27/11/2022,"16,459.00","16,600.00","16,422.00","16,432.00",0.49K
26/11/2022,"16,519.00","16,697.00","16,390.00","16,459.00",0.78K
25/11/2022,"16,606.00","16,617.00","16,354.00","16,519.00",1.16K
24/11/2022,"16,619.00","16,792.00","16,468.00","16,606.00",1.21K
23/11/2022,"16,215.00","16,676.00","16,168.00","16,619.00",2.90K
22/11/2022,"15,766.00","16,279.00","15,616.00","16,215.00",3.20K
21/11/2022,"16,281.00","16,281.00","15,501.00","15,766.00",4.31K
20/11/2022,"16,695.00","16,742.00","16,185.00","16,281.00",1.18K
