date,open,high,low,close,volume
19/11/2022,"16,645.00","16,811.00","16,600.00","16,695.00",0.61K
18/11/2022,"16,827.00","16,837.00","16,550.00","16,634.00",1.81K
17/11/2022,"16,676.00","16,735.00","16,413.00","16,705.00",1.48K
16/11/2022,"16,886.00","17,002.00","16,384.00","16,531.00",4.34K
15/11/2022,"16,627.00","17,124.00","16,554.00","16,886.00",6.53K
14/11/2022,"16,345.00","17,188.00","15,829.00","16,627.00",6.71K
13/11/2022,"16,812.00","16,956.00","16,257.00","16,345.00",2.54K
12/11/2022,"17,045.00","17,105.00","16,637.00","16,812.00",1.25K
11/11/2022,"17,579.00","17,665.00","16,403.00","17,045.00",8.03K
10/11/2022,"15,907.00","18,155.00","15,760.00","17,579.00",20.73K
9/11/2022,"18,557.00","18,597.00","15,603.00","15,907.00",18.08K
8/11/2022,"20,610.00","20,692.00","16,950.00","18,557.00",20.52K
7/11/2022,"20,932.00","21,083.00","20,423.00","20,610.00",1.84K
6/11/2022,"21,313.00","21,378.00","20,913.00","20,932.00",1.35K
5/11/2022,"21,168.00","21,470.00","21,105.00","21,313.00",1.62K
4/11/2022,"20,223.00","21,290.00","20,206.00","21,168.00",3.81K
3/11/2022,"20,168.00","20,403.00","20,073.00","20,223.00",1.24K
2/11/2022,"20,500.00","20,816.00","20,080.00","20,168.00",2.58K
1/11/2022,"20,509.00","20,689.00","20,357.00","20,500.00",1.67K
31/10/2022,"20,647.00","20,843.00","20,268.00","20,509.00",1.71K
30/10/2022,"20,833.00","20,949.00","20,535.00","20,647.00",1.09K
29/10/2022,"20,611.00","21,074.00","20,576.00","20,833.00",1.83K
28/10/2022,"20,303.00","20,764.00","20,055.00","20,611.00",2.28K
27/10/2022,"20,788.00","20,892.00","20,226.00","20,303.00",2.75K
26/10/2022,"20,104.00","21,011.00","20,077.00","20,788.00",3.90K
25/10/2022,"19,340.00","20,430.00","19,254.00","20,104.00",2.76K
24/10/2022,"19,585.00","19,601.00","19,175.00","19,340.00",1.31K
23/10/2022,"19,219.00","19,707.00","19,105.00","19,585.00",1.52K
22/10/2022,"19,175.00","19,272.00","19,125.00","19,219.00",0.75K
21/10/2022,"19,057.00","19,260.00","18,680.00","19,175.00",1.19K
20/10/2022,"19,132.00","19,345.00","18,940.00","19,057.00",1.27K
19/10/2022,"19,334.00","19,361.00","19,098.00","19,132.00",0.86K
18/10/2022,"19,554.00","19,705.00","19,106.00","19,334.00",2.12K
17/10/2022,"19,266.00","19,683.00","19,168.00","19,554.00",1.45K
16/10/2022,"19,072.00","19,428.00","19,068.00","19,269.00",0.78K
15/10/2022,"19,187.00","19,227.00","18,993.00","19,072.00",0.74K
14/10/2022,"19,387.00","19,946.00","19,103.00","19,187.00",2.57K
13/10/2022,"19,158.00","19,503.00","18,200.00","19,387.00",6.27K
12/10/2022,"19,062.00","19,232.00","19,026.00","19,158.00",3.49K
11/10/2022,"19,128.00","19,260.00","18,870.00","19,062.00",8.84K
10/10/2022,"19,444.40","19,527.00","19,056.00","19,128.00",4.69K
9/10/2022,"19,418.00","19,551.40","19,326.00","19,444.40",1.12K
8/10/2022,"19,533.00","19,621.40","19,275.00","19,418.00",1.23K
7/10/2022,"19,957.00","20,053.00","19,336.00","19,533.00",7.68K
6/10/2022,"20,156.00","20,444.00","19,866.00","19,957.00",6.43K
5/10/2022,"20,340.00","20,363.00","19,756.80","20,156.00",6.99K
4/10/2022,"19,638.00","20,470.00","19,510.00","20,340.00",8.47K
3/10/2022,"19,066.00","19,688.00","18,985.00","19,638.00",10.89K
2/10/2022,"19,317.00","19,396.00","18,945.00","19,066.00",3.16K
1/10/2022,"19,430.00","19,485.00","19,172.00","19,317.00",0.94K
30/09/2022,"19,588.00","20,171.00","19,201.00","19,430.00",11.70K
29/09/2022,"19,419.00","19,651.30","18,863.00","19,588.00",8.40K
28/09/2022,"19,096.60","19,783.00","18,495.00","19,419.00",16.06K
27/09/2022,"19,229.50","20,373.00","18,856.00","19,096.60",14.96K
26/09/2022,"18,817.00","19,326.00","18,699.00","19,229.50",43.75K
25/09/2022,"18,935.00","19,179.00","18,647.00","18,817.00",4.11K
24/09/2022,"19,298.80","19,314.00","18,822.00","18,935.00",1.33K
23/09/2022,"19,413.00","19,512.00","18,562.00","19,298.80",14.55K
22/09/2022,"18,476.50","19,502.00","18,378.80","19,413.00",28.28K
21/09/2022,"18,886.60","19,888.00","18,214.00","18,476.50",17.62K
20/09/2022,"19,544.50","19,634.00","18,769.00","18,886.60",9.67K
19/09/2022,"19,424.00","19,684.00","18,318.00","19,544.50",11.97K
18/09/2022,"20,127.00","20,127.00","19,356.00","19,424.00",2.43K
17/09/2022,"19,809.90","20,206.00","19,770.00","20,127.00",13.67K
16/09/2022,"19,717.00","19,894.00","19,350.00","19,809.90",6.95K
15/09/2022,"20,231.00","20,329.00","19,556.00","19,717.00",4.23K
14/09/2022,"20,181.00","20,511.00","19,642.00","20,231.00",8.26K
13/09/2022,"22,395.00","22,746.00","19,950.00","20,181.00",16.06K
12/9/2022,"21,850.00","22,473.00","21,561.00","22,395.00",7.84K
11/9/2022,"21,657.00","21,826.00","21,369.00","21,826.00",2.23K
10/9/2022,"21,375.00","21,802.00","21,143.80","21,648.00",5.36K
9/9/2022,"19,322.00","21,576.00","19,304.40","21,375.00",11.99K
8/9/2022,"19,280.00","19,447.00","19,048.00","19,322.00",8.22K
7/9/2022,"18,790.00","19,457.00","18,561.00","19,279.50",6.19K
6/9/2022,"19,789.00","20,183.00","18,691.80","18,790.00",12.12K
5/9/2022,"20,002.00","20,045.00","19,646.00","19,788.00",2.25K
4/9/2022,"19,835.00","20,020.00","19,590.00","20,002.00",2.04K
3/9/2022,"19,973.00","20,061.90","19,667.00","19,835.00",1.65K
2/9/2022,"20,134.00","20,441.00","19,770.00","19,973.00",6.30K
1/9/2022,"20,058.00","20,212.00","19,587.00","20,134.00",5.94K
31/08/2022,"19,812.00","20,483.00","19,812.00","20,058.00",4.64K
30/08/2022,"20,308.00","20,574.00","19,574.00","19,812.00",5.33K
29/08/2022,"19,572.00","20,412.00","19,566.30","20,308.00",4.13K
28/08/2022,"20,044.00","20,163.00","19,540.00","19,557.80",3.23K
27/08/2022,"20,257.90","20,362.00","19,852.00","20,036.00",2.55K
26/08/2022,"21,563.10","21,866.00","20,134.00","20,257.90",11.23K
25/08/2022,"21,365.60","21,809.00","21,320.00","21,563.10",3.22K
24/08/2022,"21,527.00","21,861.00","21,160.00","21,365.60",5.41K
23/08/2022,"21,395.00","21,671.00","20,909.00","21,527.00",4.92K
22/08/2022,"21,511.70","21,527.00","20,910.00","21,395.00",3.44K
21/08/2022,"21,141.00","21,772.90","21,076.60","21,510.00",2.31K
20/08/2022,"20,835.00","21,366.00","20,769.00","21,141.00",2.04K
19/08/2022,"23,196.70","23,204.00","20,793.00","20,839.00",9.53K
18/08/2022,"23,335.00","23,599.00","23,124.00","23,196.70",3.02K
17/08/2022,"23,856.00","24,433.00","23,180.00","23,335.00",6.13K
16/08/2022,"24,094.00","24,234.10","23,686.00","23,856.00",2.77K
15/08/2022,"24,300.00","25,203.00","23,776.00","24,094.00",8.93K
14/08/2022,"24,425.00","25,003.00","24,151.00","24,300.00",2.74K
13/08/2022,"24,395.20","24,880.00","24,307.00","24,425.00",4.05K
12/8/2022,"23,931.50","24,441.00","23,603.00","24,395.20",3.56K
11/8/2022,"23,954.20","24,877.00","23,861.00","23,931.50",5.88K
10/8/2022,"23,142.00","24,215.00","22,665.00","23,954.20",8.78K
9/8/2022,"23,817.00","23,912.00","22,888.00","23,141.00",4.07K
8/8/2022,"23,177.90","24,224.00","23,164.00","23,817.00",2.90K
7/8/2022,"22,924.00","23,397.00","22,837.00","23,177.90",2.15K
6/8/2022,"23,311.00","23,341.30","22,903.00","22,924.00",1.26K
5/8/2022,"22,611.70","23,462.00","22,596.00","23,311.00",7.08K
4/8/2022,"22,813.90","23,210.10","22,390.00","22,611.70",4.60K
3/8/2022,"22,986.00","23,626.60","22,684.00","22,813.90",4.75K
2/8/2022,"23,259.00","23,438.90","22,676.00","22,984.00",4.22K
1/8/2022,"23,294.00","23,499.00","22,882.00","23,259.00",5.57K
31/07/2022,"23,639.00","24,211.00","23,233.00","23,294.00",3.15K
30/07/2022,"23,764.00","24,641.00","23,520.00","23,639.00",4.30K
29/07/2022,"23,851.60","24,426.00","23,456.00","23,764.00",5.03K
28/07/2022,"22,951.00","24,172.00","22,601.00","23,851.60",6.63K
27/07/2022,"21,271.00","23,098.00","21,056.00","22,951.00",7.47K
26/07/2022,"21,302.60","21,329.00","20,738.00","21,271.00",4.43K
25/07/2022,"22,579.20","22,663.30","21,262.00","21,302.60",4.42K
24/07/2022,"22,446.00","23,001.00","22,262.00","22,579.20",2.34K
23/07/2022,"22,675.90","22,993.00","21,949.00","22,446.00",2.69K
22/07/2022,"23,151.80","23,729.00","22,517.00","22,675.90",5.07K
21/07/2022,"23,209.00","23,409.00","22,350.00","23,151.80",8.12K
20/07/2022,"23,398.00","24,276.00","22,915.00","23,209.00",8.44K
19/07/2022,"22,476.00","23,783.00","21,599.00","23,398.00",10.21K
18/07/2022,"20,781.00","22,749.00","20,763.00","22,476.00",8.52K
17/07/2022,"21,224.00","21,666.00","20,751.00","20,781.00",3.17K
16/07/2022,"20,820.00","21,590.00","20,477.00","21,224.00",3.40K
15/07/2022,"20,582.00","21,190.00","20,375.70","20,816.00",3.59K
14/07/2022,"20,246.00","20,880.00","19,647.00","20,578.00",6.06K
13/07/2022,"19,310.50","20,282.70","18,926.80","20,246.00",12.00K
12/7/2022,"19,945.00","20,038.20","19,243.90","19,310.50",6.78K
11/7/2022,"20,854.60","20,865.20","19,876.00","19,945.00",6.61K
10/7/2022,"21,575.80","21,590.10","20,678.00","20,854.60",2.88K
9/7/2022,"21,600.00","21,967.00","21,335.50","21,575.80",2.20K
8/7/2022,"21,620.00","22,405.00","21,198.00","21,600.00",11.60K
7/7/2022,"20,557.10","21,809.00","20,253.00","21,620.00",5.60K
6/7/2022,"20,169.00","20,665.60","19,765.20","20,557.10",4.32K
5/7/2022,"20,224.00","20,723.00","19,290.00","20,169.00",4.45K
4/7/2022,"19,308.80","20,318.00","19,056.60","20,224.00",3.55K
3/7/2022,"19,230.00","19,638.00","18,774.00","19,308.80",2.35K
2/7/2022,"19,286.00","19,442.00","18,994.00","19,230.00",1.67K
1/7/2022,"19,938.00","20,795.00","18,993.00","19,286.00",5.19K
30/06/2022,"20,106.60","20,146.10","18,643.00","19,938.00",5.75K
29/06/2022,"20,270.60","20,428.00","19,886.00","20,106.60",3.38K
28/06/2022,"20,718.00","21,200.00","20,204.00","20,267.00",2.39K
27/06/2022,"21,067.00","21,509.40","20,551.00","20,718.00",2.79K
26/06/2022,"21,485.00","21,871.30","21,000.00","21,067.00",2.80K
25/06/2022,"21,229.00","21,575.00","20,899.40","21,485.00",2.30K
24/06/2022,"21,071.00","21,526.00","20,704.00","21,229.00",5.80K
23/06/2022,"19,943.00","21,163.00","19,866.00","21,071.00",6.14K
22/06/2022,"20,692.90","20,848.00","19,739.00","19,943.00",7.26K
21/06/2022,"20,549.10","21,670.00","20,341.00","20,692.90",8.18K
20/06/2022,"20,556.00","20,984.00","19,628.00","20,554.10",6.68K
19/06/2022,"18,978.00","20,744.00","17,950.00","20,556.00",11.68K
18/06/2022,"20,411.00","20,688.00","17,611.00","18,978.00",17.93K
17/06/2022,"20,394.00","21,347.00","20,254.00","20,411.00",24.02K
16/06/2022,"22,594.00","22,996.00","20,253.00","20,394.00",6.74K
15/06/2022,"22,172.00","22,805.00","20,089.00","22,594.00",17.56K
14/06/2022,"22,500.00","23,326.00","20,873.00","22,172.00",16.45K
13/06/2022,"26,670.00","26,922.30","22,017.00","22,487.00",42.72K
12/6/2022,"28,425.00","28,558.30","26,640.00","26,670.00",8.91K
11/6/2022,"29,103.00","29,452.00","28,138.00","28,425.00",3.75K
10/6/2022,"30,112.20","30,367.00","28,864.10","29,103.00",4.85K
9/6/2022,"30,226.00","30,711.80","29,957.00","30,112.20",2.10K
8/6/2022,"31,149.00","31,331.00","29,887.00","30,230.00",2.65K
7/6/2022,"31,371.00","31,577.00","29,231.00","31,149.00",6.42K
6/6/2022,"29,923.40","31,764.00","29,907.00","31,371.00",4.78K
5/6/2022,"29,877.00","30,196.00","29,541.00","29,923.40",1.72K
4/6/2022,"29,730.00","29,981.00","29,506.00","29,877.00",1.50K
3/6/2022,"30,478.00","30,707.00","29,346.00","29,730.00",3.04K
2/6/2022,"29,832.00","30,712.00","29,620.00","30,478.00",5.93K
1/6/2022,"31,792.00","31,974.00","29,354.00","29,832.00",4.84K
31/05/2022,"31,726.30","32,390.80","31,220.00","31,792.00",2.92K
30/05/2022,"29,476.00","32,191.00","29,310.60","31,726.30",7.93K
29/05/2022,"29,037.00","29,586.00","28,851.00","29,476.00",2.57K
28/05/2022,"28,609.00","29,259.00","28,528.30","29,037.00",1.65K
27/05/2022,"29,213.00","29,377.80","28,267.10","28,609.00",4.37K
26/05/2022,"29,524.00","29,859.20","28,005.00","29,213.00",5.54K
25/05/2022,"29,647.00","30,218.00","29,345.00","29,524.00",2.15K
24/05/2022,"29,091.00","29,822.00","28,690.00","29,647.00",2.91K
23/05/2022,"30,283.00","30,666.00","28,868.00","29,091.00",2.79K
22/05/2022,"29,439.00","30,466.00","29,253.00","30,283.00",2.68K
21/05/2022,"29,202.00","29,652.00","28,963.00","29,439.00",1.28K
20/05/2022,"30,329.00","30,764.00","28,713.00","29,202.00",3.94K
19/05/2022,"28,680.00","30,542.00","28,673.00","30,329.00",4.49K
18/05/2022,"30,442.00","30,702.00","28,634.00","28,680.00",3.94K
17/05/2022,"29,854.00","30,766.00","29,445.90","30,442.00",3.07K
16/05/2022,"31,318.00","31,324.10","29,083.00","29,854.00",4.52K
15/05/2022,"30,104.00","31,416.00","29,483.00","31,319.00",2.74K
14/05/2022,"29,306.00","30,346.00","28,674.00","30,104.00",4.13K
13/05/2022,"29,089.50","31,068.00","28,831.00","29,306.00",8.72K
12/5/2022,"29,095.00","30,224.00","26,600.00","29,089.50",34.25K
11/5/2022,"31,061.00","32,181.00","27,902.00","29,095.00",28.73K
10/5/2022,"30,158.00","32,681.00","29,845.00","31,050.00",14.17K
9/5/2022,"34,064.00","34,259.00","30,114.00","30,158.00",21.24K
8/5/2022,"35,506.00","35,540.00","33,779.00","34,084.00",6.58K
7/5/2022,"36,040.00","36,163.00","34,879.00","35,508.00",3.78K
6/5/2022,"36,577.00","36,684.00","35,315.00","36,040.00",7.60K
5/5/2022,"39,701.20","39,843.00","36,209.00","36,577.00",9.74K
4/5/2022,"37,751.00","39,996.00","37,695.00","39,701.20",5.26K
3/5/2022,"38,520.00","38,673.50","37,555.00","37,751.00",3.62K
2/5/2022,"38,496.10","39,184.00","38,090.70","38,520.00",3.59K
1/5/2022,"37,662.00","38,689.00","37,426.00","38,496.10",3.06K
30/04/2022,"38,600.00","38,791.60","37,633.00","37,662.00",2.91K
29/04/2022,"39,757.80","39,927.20","38,200.70","38,600.00",3.19K
28/04/2022,"39,263.00","40,364.00","38,922.00","39,757.80",4.65K
27/04/2022,"38,139.00","39,478.00","37,901.00","39,263.00",4.20K
26/04/2022,"40,456.00","40,800.30","37,762.00","38,139.00",4.73K
25/04/2022,"39,486.00","40,588.00","38,200.00","40,456.00",6.01K
24/04/2022,"39,444.00","39,949.00","38,963.00","39,486.00",2.19K
23/04/2022,"39,726.00","40,008.00","39,312.00","39,446.70",1.92K
22/04/2022,"40,502.00","40,799.00","39,195.00","39,724.00",4.13K
21/04/2022,"41,365.00","42,977.00","39,807.00","40,502.00",4.56K
20/04/2022,"41,516.80","42,195.40","40,905.00","41,366.40",3.73K
19/04/2022,"40,821.00","41,743.00","40,601.00","41,516.80",2.40K
18/04/2022,"39,707.60","41,123.20","38,557.00","40,821.00",4.99K
17/04/2022,"40,408.70","40,611.00","39,567.00","39,707.60",1.66K
16/04/2022,"40,587.00","40,717.00","40,033.10","40,408.70",1.49K
15/04/2022,"39,948.00","40,807.00","39,792.00","40,587.00",2.21K
14/04/2022,"41,155.00","41,510.30","39,604.00","39,948.00",3.17K
13/04/2022,"40,088.00","41,540.00","39,607.00","41,155.00",4.57K
12/4/2022,"39,565.00","40,649.00","39,300.00","40,087.00",4.11K
11/4/2022,"42,181.00","42,437.00","39,274.00","39,565.00",6.70K
10/4/2022,"42,780.00","43,460.00","41,933.00","42,181.00",3.03K
9/4/2022,"42,277.00","42,824.00","42,137.00","42,780.00",1.92K
8/4/2022,"43,458.00","43,984.00","42,137.30","42,277.00",4.35K
7/4/2022,"43,195.90","43,899.00","42,804.00","43,458.00",2.40K
6/4/2022,"45,481.00","45,515.10","43,162.00","43,199.00",5.84K
5/4/2022,"46,611.10","47,173.00","45,376.00","45,481.00",2.59K
4/4/2022,"46,383.00","46,900.00","45,128.00","46,611.10",3.45K
3/4/2022,"45,825.00","47,414.00","45,570.00","46,383.00",3.01K
2/4/2022,"46,301.00","47,216.00","45,640.00","45,825.00",2.27K
1/4/2022,"45,535.00","46,717.00","44,245.90","46,301.00",3.96K
31/03/2022,"47,035.00","47,665.00","45,224.40","45,535.00",4.66K
30/03/2022,"47,424.00","47,675.00","46,602.00","47,035.00",4.30K
29/03/2022,"47,105.00","48,099.00","46,964.00","47,424.00",3.38K
28/03/2022,"46,836.00","48,159.00","46,666.00","47,105.00",6.38K
27/03/2022,"44,536.40","46,862.00","44,440.00","46,836.00",5.65K
26/03/2022,"44,337.00","44,785.00","44,112.70","44,536.40",1.31K
25/03/2022,"44,003.00","45,082.00","43,607.00","44,337.00",4.36K
24/03/2022,"42,885.00","44,221.00","42,670.00","44,003.00",3.78K
23/03/2022,"42,370.00","42,995.00","41,772.00","42,882.00",2.75K
22/03/2022,"41,011.00","43,319.00","40,886.00","42,370.00",5.00K
21/03/2022,"41,264.00","41,535.00","40,544.00","41,031.00",2.62K
20/03/2022,"42,213.00","42,292.00","40,933.00","41,249.00",1.81K
19/03/2022,"41,774.00","42,373.00","41,491.00","42,214.00",2.14K
18/03/2022,"40,942.60","42,333.00","40,236.00","41,774.00",3.77K
17/03/2022,"41,148.00","41,451.00","40,553.00","40,942.60",2.29K
16/03/2022,"39,316.60","41,728.00","38,974.00","41,148.00",8.54K
15/03/2022,"39,717.90","39,886.90","38,212.00","39,317.00",5.30K
14/03/2022,"37,777.10","39,977.00","37,570.00","39,717.00",8.05K
13/03/2022,"38,816.30","39,314.00","37,592.00","37,777.10",3.42K
12/3/2022,"38,737.00","39,397.00","38,679.00","38,816.30",1.81K
11/3/2022,"39,458.50","40,228.00","38,236.40","38,737.00",9.57K
10/3/2022,"41,964.00","42,069.00","38,646.00","39,458.50",6.67K
9/3/2022,"38,757.00","42,593.00","38,692.50","41,962.30",5.96K
8/3/2022,"38,039.00","39,385.10","37,906.00","38,757.00",5.51K
7/3/2022,"38,437.00","39,559.00","37,198.00","38,039.00",6.78K
6/3/2022,"39,408.00","39,715.00","38,151.00","38,437.00",3.37K
5/3/2022,"39,171.00","39,628.00","38,680.00","39,408.00",2.19K
4/3/2022,"42,489.00","42,559.00","38,621.00","39,171.00",6.38K
3/3/2022,"43,952.00","44,103.00","41,862.00","42,490.00",3.89K
2/3/2022,"44,442.00","45,326.00","43,386.00","43,952.00",5.57K
1/3/2022,"43,202.00","44,939.00","42,878.00","44,442.00",6.34K
28/02/2022,"37,734.00","44,198.00","37,502.00","43,202.00",8.45K
27/02/2022,"39,137.10","39,888.00","37,067.10","37,734.00",5.48K
26/02/2022,"39,243.00","40,274.00","38,633.00","39,125.00",3.59K
25/02/2022,"38,380.00","39,717.00","38,071.10","39,243.00",6.43K
24/02/2022,"37,292.00","39,716.00","34,435.00","38,380.00",17.88K
23/02/2022,"38,299.00","39,270.00","37,142.00","37,292.00",5.81K
22/02/2022,"37,060.90","38,475.00","36,404.00","38,299.00",6.20K
21/02/2022,"38,420.00","39,531.00","36,829.00","37,054.00",8.51K
20/02/2022,"40,128.00","40,164.10","38,071.00","38,420.00",3.53K
19/02/2022,"40,037.00","40,478.00","39,683.00","40,141.00",1.46K
18/02/2022,"40,559.00","40,983.00","39,571.00","40,037.00",4.68K
17/02/2022,"43,885.00","44,187.60","40,126.80","40,556.00",6.75K
16/02/2022,"44,559.90","44,584.00","43,382.00","43,885.00",3.27K
15/02/2022,"42,559.90","44,762.00","42,467.00","44,559.90",4.11K
14/02/2022,"42,091.00","42,852.00","41,608.00","42,559.90",4.78K
13/02/2022,"42,239.10","42,760.00","41,920.00","42,091.00",1.95K
12/2/2022,"42,418.00","43,028.00","41,810.00","42,239.10",2.66K
11/2/2022,"43,545.00","43,965.00","42,053.00","42,418.00",5.61K
10/2/2022,"44,432.00","45,851.00","43,255.00","43,545.00",7.33K
9/2/2022,"44,060.50","44,839.60","43,160.00","44,432.00",3.71K
8/2/2022,"43,865.00","45,400.00","42,713.00","44,060.50",7.62K
7/2/2022,"42,416.00","44,500.00","41,715.00","43,865.00",5.52K
6/2/2022,"41,454.00","42,730.00","41,171.00","42,423.00",2.36K
5/2/2022,"41,562.70","41,928.00","40,979.80","41,454.00",2.60K
4/2/2022,"37,331.00","41,734.00","37,070.00","41,562.70",8.27K
3/2/2022,"36,925.00","37,395.00","36,282.00","37,331.00",5.03K
2/2/2022,"38,733.00","38,877.00","36,660.00","36,925.00",4.19K
1/2/2022,"38,495.00","39,350.00","38,039.00","38,733.00",4.29K
31/01/2022,"37,914.40","38,772.10","36,683.00","38,526.00",4.77K
30/01/2022,"38,179.90","38,349.00","37,398.00","37,939.00",2.05K
29/01/2022,"37,759.80","38,696.00","37,347.70","38,197.00",3.55K
28/01/2022,"37,217.00","38,041.00","36,197.00","37,759.80",4.58K
27/01/2022,"36,830.80","37,248.00","35,571.00","37,217.00",6.94K
26/01/2022,"36,986.00","38,901.00","36,301.00","36,830.80",10.65K
25/01/2022,"36,702.00","37,545.00","35,759.00","36,994.00",8.86K
24/01/2022,"36,308.00","37,460.00","32,981.00","36,702.00",23.10K
23/01/2022,"35,103.00","36,550.00","34,687.30","36,308.00",8.72K
22/01/2022,"36,467.00","36,816.00","34,079.00","35,103.00",17.58K
21/01/2022,"40,740.00","41,132.00","35,524.00","36,501.00",16.22K
20/01/2022,"41,676.00","43,540.60","40,572.00","40,740.00",5.11K
19/01/2022,"42,390.00","42,581.20","41,180.00","41,676.00",6.45K
18/01/2022,"42,223.00","42,682.00","41,304.00","42,390.00",4.34K
17/01/2022,"43,084.00","43,191.00","41,568.00","42,242.00",2.92K
16/01/2022,"43,069.00","43,487.00","42,611.80","43,084.00",1.58K
15/01/2022,"43,091.00","43,806.00","42,600.00","43,069.00",3.20K
14/01/2022,"42,562.00","43,463.00","41,839.00","43,091.00",4.31K
13/01/2022,"43,909.00","44,426.70","42,334.00","42,562.00",3.74K
12/1/2022,"42,743.00","44,305.00","42,475.00","43,909.00",3.77K
11/1/2022,"41,839.00","43,113.00","41,287.00","42,743.00",4.79K
10/1/2022,"41,850.00","42,270.00","39,677.00","41,839.00",9.55K
9/1/2022,"41,679.00","42,790.00","41,275.00","41,850.00",3.72K
8/1/2022,"41,518.00","42,319.00","40,570.00","41,679.00",4.15K
7/1/2022,"43,111.00","43,132.00","40,755.00","41,518.00",7.40K
6/1/2022,"43,418.00","43,777.00","42,487.00","43,111.00",3.41K
5/1/2022,"45,830.00","47,056.70","42,519.00","43,418.00",6.93K
4/1/2022,"46,445.00","47,546.00","45,583.00","45,830.00",3.79K
3/1/2022,"47,314.00","47,578.00","45,701.00","46,445.00",2.58K
2/1/2022,"47,755.00","47,980.00","46,698.00","47,314.00",1.84K
1/1/2022,"46,218.00","47,954.00","46,215.00","47,755.00",2.18K
31/12/2021,"47,156.00","48,589.00","45,697.00","46,218.00",4.25K
30/12/2021,"46,465.00","47,911.00","45,996.00","47,156.00",3.20K
29/12/2021,"47,554.00","48,166.00","46,129.00","46,465.00",4.12K
28/12/2021,"50,684.00","50,710.00","47,339.00","47,554.00",5.43K
27/12/2021,"50,797.00","52,027.00","50,483.00","50,684.00",3.52K
26/12/2021,"50,435.20","51,281.00","49,473.00","50,797.00",2.90K
25/12/2021,"50,815.00","51,169.00","50,209.00","50,437.00",1.99K
24/12/2021,"50,833.00","51,834.00","50,439.00","50,815.00",2.60K
23/12/2021,"48,626.00","51,376.00","48,078.00","50,812.00",4.43K
22/12/2021,"48,923.00","49,575.10","48,459.80","48,626.00",3.14K
21/12/2021,"46,898.00","49,352.00","46,683.00","48,923.00",4.71K
20/12/2021,"46,716.50","47,541.00","45,606.00","46,898.00",5.65K
19/12/2021,"46,879.00","48,283.00","46,474.90","46,716.50",5.24K
18/12/2021,"46,193.00","47,364.00","45,543.50","46,879.00",3.74K
17/12/2021,"47,675.00","48,028.80","45,539.00","46,193.00",5.86K
16/12/2021,"48,901.00","49,462.10","47,561.00","47,675.00",3.53K
15/12/2021,"48,408.00","49,520.00","46,602.00","48,901.00",7.04K
14/12/2021,"46,777.00","48,656.00","46,356.20","48,408.00",5.48K
13/12/2021,"50,123.00","50,222.70","45,790.00","46,777.00",8.71K
12/12/2021,"49,363.10","50,800.00","48,692.00","50,123.00",3.87K
11/12/2021,"47,170.00","49,510.00","46,897.00","49,363.10",5.29K
10/12/2021,"47,611.00","50,105.00","47,060.00","47,170.00",8.17K
9/12/2021,"50,503.40","50,824.00","47,408.00","47,611.00",5.28K
8/12/2021,"50,634.00","51,239.00","48,760.00","50,503.40",4.03K
7/12/2021,"50,566.60","51,969.00","50,102.00","50,634.00",3.91K
6/12/2021,"49,469.00","50,974.00","47,295.00","50,566.60",8.05K
5/12/2021,"49,272.00","49,752.00","47,860.00","49,469.00",4.78K
4/12/2021,"53,709.00","53,879.00","42,101.00","49,272.00",22.58K
3/12/2021,"56,517.00","57,599.00","52,062.00","53,709.00",10.73K
2/12/2021,"57,250.00","57,389.00","55,842.00","56,517.00",4.41K
1/12/2021,"56,938.00","59,055.00","56,505.00","57,250.00",5.18K
30/11/2021,"57,845.00","59,174.00","55,940.00","56,938.00",6.47K
29/11/2021,"57,325.00","58,886.00","56,772.00","57,845.00",5.07K
28/11/2021,"54,836.00","57,469.00","53,482.00","57,325.00",4.94K
27/11/2021,"53,738.00","55,329.00","53,711.00","54,836.00",3.09K
26/11/2021,"58,995.00","59,229.00","53,565.00","53,738.00",12.19K
25/11/2021,"57,209.00","59,423.40","57,070.00","58,995.00",3.98K
24/11/2021,"57,602.00","57,762.00","55,916.90","57,209.00",4.89K
23/11/2021,"56,299.00","57,866.20","55,460.00","57,602.00",8.56K
22/11/2021,"58,790.00","59,407.00","55,714.00","56,299.00",8.83K
21/11/2021,"59,739.00","60,047.00","58,624.00","58,790.00",2.44K
20/11/2021,"58,130.00","59,886.00","57,494.40","59,739.00",3.13K
19/11/2021,"56,932.00","58,379.00","55,670.00","58,130.00",5.18K
18/11/2021,"60,386.10","60,945.00","56,559.00","57,014.00",11.54K
17/11/2021,"60,124.00","60,847.00","58,427.00","60,386.10",6.72K
16/11/2021,"63,562.00","63,562.00","58,708.00","60,124.00",13.07K
15/11/2021,"65,471.00","66,320.00","63,383.30","63,562.00",5.27K
14/11/2021,"64,406.00","65,471.00","63,589.00","65,471.00",2.19K
13/11/2021,"64,137.00","64,968.20","63,405.00","64,406.00",1.87K
12/11/2021,"64,801.00","65,412.00","62,310.00","64,156.00",5.12K
11/11/2021,"64,954.00","65,541.00","64,089.00","64,801.00",2.86K
10/11/2021,"66,935.00","68,925.00","63,123.00","64,954.00",12.23K
9/11/2021,"67,526.00","68,429.00","66,343.00","66,935.00",6.46K
8/11/2021,"63,259.10","67,665.00","63,259.10","67,526.00",8.98K
7/11/2021,"61,495.00","63,279.00","61,400.00","63,259.10",3.23K
