date,SSI,VND,HPG,SJS,NKG,MWG,HCM,VGC,VNM,CTD
12/8/2017,11.96000004,3.74000001,10.30000019,26.70000076,18.02000046,30.23999977,52.75999832,18.5,102.5199966,142.9299927
12/11/2017,11.34000015,3.75,10.05000019,25.67000008,17.60000038,29.81999969,51.11999893,17.54000092,104.0999985,143.5299988
12/12/2017,11.63000011,3.849999905,9.930000305,25.67000008,17.60000038,29.65999985,50.63999939,17.46999931,106.0100021,145.6000061
12/13/2017,11.52000046,4.019999981,10.07999992,25.14999962,17.53000069,29.09000015,49.77999878,18.05999947,106.1699982,145.6600037
12/14/2017,11.72000027,4.03000021,10.17000008,25.43000031,17.69000053,30.36000061,50.63999939,18.20999908,109.5500031,148.2700043
12/15/2017,11.90999985,4.010000229,10.43000031,25.90999985,17.93000031,30.95000076,50.74000168,18.43000031,107.3700027,150.8699951
12/18/2017,12.09000015,4.03000021,10.75,25.46999931,17.80999947,30.95000076,52.84999847,19.09000015,111.7300034,151.2100067
12/19/2017,12.23999977,4.099999905,10.89999962,25.19000053,18.39999962,31.42000008,52.36999893,19.09000015,110.6399994,149.4700012
12/20/2017,12.31000042,4.079999924,NULL,25.51000023,18.29999924,31.18000031,54.09999847,19.30999947,110.0899963,145.5299988
12/21/2017,12.13000011,4.150000095,11.02999973,25.35000038,18.12000084,30.36000061,55.63999939,18.87000084,111.1299973,145.5299988
12/22/2017,12.10999966,4.440000057,11.09000015,25.35000038,18.06999969,30.95000076,54.58000183,18.5,110.5800018,143.0599976
12/25/2017,12.23999977,4.489999771,10.97000027,25.27000046,17.69000053,30.70999908,53.90999985,18.28000069,NULL,146.1999969
12/26/2017,12.31000042,4.539999962,10.97999954,25.51000023,17.79000092,30.95000076,56.70000076,18.87000084,110.5800018,146.1999969
12/27/2017,12.18000031,4.559999943,11.35999966,25.59000015,18.06999969,30.47999954,57.18000031,19.23999977,111.7300034,146.1999969
12/28/2017,12.60000038,4.599999905,11.46000004,25.51000023,18.15999985,30.67000008,57.95000076,19.30999947,112.6600037,148.8699951
12/29/2017,12.65999985,4.46999979,11.72000027,24.77000046,18.20999908,30.70999908,57.75999832,19.45999908,114.5299988,151.2100067
1/2/2018,12.78999996,4.599999905,11.93000031,24.77000046,19.23999977,30.95000076,57.18000031,20.20000076,116.1200027,151.8699951
1/3/2018,13.27999973,4.659999847,11.89999962,24.63999939,19.43000031,31.55999947,59.58000183,20.20000076,117.4400024,151.5399933
1/4/2018,13.22999954,4.679999828,12.05000019,24.27000046,19.34000015,31.62999916,60.63999939,20.04999924,117.9300003,153.5399933
1/5/2018,12.71000004,4.630000114,12.01000023,23.78000069,20.09000015,31.28000069,59.20000076,20.04999924,117.2200012,151.8699951
1/8/2018,12.97000027,4.699999809,12.38000011,24.11000061,20.29999924,30.78000069,59.97000122,20.86000061,115.3000031,150.1999969
1/9/2018,13.10000038,4.809999943,13.22999954,24.44000053,20.62999916,30.82999992,59.38999939,20.86000061,113.6500015,150.8699951
1/10/2018,13.34000015,4.809999943,12.93000031,24.68000031,20.79000092,31.11000061,58.90999985,20.79000092,115.8399963,149.5399933
1/11/2018,13.31999969,4.539999962,12.93000031,24.36000061,20.27000046,30.92000008,58.90999985,20.93000031,115.3000031,145.5299988
1/12/2018,13.76000023,4.679999828,13.02999973,24.03000069,20.05999947,30.53000069,58.13999939,19.75,115.2399979,147.5299988
1/15/2018,14.05000019,4.710000038,13.64999962,24.22999954,20.04000092,30.60000038,60.25,19.38999939,114.4700012,147.4700012
1/16/2018,13.8,4.869999886,14.01000023,23.97999954,20.18000031,30.69000053,59.47999954,19.38999939,114.3600006,144.3300018
1/17/2018,13.40999985,5.019999981,13.39999962,23.20000076,19.23999977,30.01000023,57.18000031,18.5,110.4100037,142.8600006
1/18/2018,13.85000038,4.980000019,14.01000023,23.86000061,19.23999977,30.36000061,58.61999893,18.43000031,112.8799973,140.1900024
1/19/2018,14.28999996,5.070000172,14.93000031,23.61000061,19.95000076,29.88999939,60.54000092,19.68000031,112.8799973,140.8600006
1/22/2018,15.03999996,5.400000095,15.90999985,23.45000076,20.09000015,30.12999916,63.70999908,19.68000031,116.1699982,137.5200043
1/25/2018,15.56000042,5.110000134,15.38000011,23.45000076,19.20000076,30.23999977,67.45999908,20.12000084,113.6500015,132.8500061
1/26/2018,15.52000046,4.820000172,15.97999954,23.78000069,18.95999908,29.81999969,72.16999817,20.04999924,116.2799988,127.5100021
1/29/2018,16.09000015,4.929999828,15.38000011,24.19000053,18.72999954,29.02000046,77.16999817,19.30999947,113.3700027,128.1699982
1/30/2018,16.04999924,4.590000153,15.32999992,25.87999916,18.62999916,29.52000046,79.76000214,19.68000031,112.2799988,137.1199951
1/31/2018,14.98999977,4.489999771,15.57999992,25.26000023,19.43000031,29.42000008,77.65000153,19.02000046,111.7300034,134.1799927
2/1/2018,15.18999958,4.800000191,15.26000023,24.93000031,18.62999916,31.45999908,78.80000305,19.38999939,111.4499969,129.5099945
2/2/2018,15.43000031,4.769999981,15.27999973,24.68000031,18.62999916,29.68000031,78.80000305,19.15999985,113.6500015,124.1699982
2/5/2018,14.35999966,4.849999905,14.26000023,23.04000092,17.45999908,28.95000076,74.19000244,18.64999962,111.5100021,125.5699997
2/6/2018,13.72000027,5.019999981,14.51000023,23.70000076,16.29000092,27.89999962,70.15000153,18.43000031,108.6500015,116.8300018
2/7/2018,14.51000023,5.039999962,14.88000011,24.68000031,17.04000092,28.25,75.05000305,16.59000015,109.9700012,120.4300003
2/8/2018,13.89000034,5.179999828,14.93000031,25.51000023,16.43000031,27.82999992,73.90000153,17.25,108.2099991,118.1600037
2/9/2018,13.89000034,5.019999981,14.57999992,25.59000015,16.43000031,26.26000023,77.83999634,17.46999931,104.8600006,120.8300018
2/12/2018,14.77000046,5.099999905,14.71000004,25.75,16.79999924,26.70000076,79.37999725,16.87999916,105.4100037,125.2399979
2/13/2018,15.01000023,5.360000134,15.15999985,NULL,16.79999924,28.12999916,76.69000244,16.87999916,106.2399979,126.3700027
2/21/2018,15.43000031,5.739999771,15.01000023,25.34000015,16.85000038,28.84000015,76.40000153,16.72999954,111.5599976,123.5
2/22/2018,15.11999989,NULL,14.72999954,25.04999924,16.61000061,27.89999962,75.91999817,17.31999969,110.3600006,120.0999985
2/23/2018,15.47999954,5.889999866,15.40999985,25.51000023,16.61000061,28.09000015,76.87999725,17.62000084,110.9000015,120.8300018
2/26/2018,15.40999985,5.849999905,16.11000061,25.26000023,16.29000092,28.37000084,76.97000122,17.84000015,109.8099976,120.1600037
2/27/2018,15.52000046,5.440000057,16.03000069,25.34000015,15.81999969,29.54000092,75.52999878,18.05999947,109.8099976,122.8300018
2/28/2018,16.21999931,5.809999943,16.51000023,25.34000015,15.77000046,29.06999969,76.87999725,17.69000053,107.6100006,120.8300018
3/1/2018,16.62000084,6.070000172,16.68000031,25.13999939,16.23999977,28.71999931,77.06999969,17.03000069,107.6100006,117.3600006
3/2/2018,16.70999908,6.059999943,16.57999992,25.43000031,16.13999939,28.48999977,76.77999878,17.17000008,109.4199982,116.0199966
3/5/2018,15.53999996,6.070000172,15.43000031,25.43000031,15.25,28.02000046,71.5,17.10000038,111.1200027,119.1600037
3/6/2018,16.62000084,5.960000038,15.97999954,26.81999969,15.25,27.43000031,74.95999908,17.54000092,110.9000015,120.8300018
3/7/2018,16.79999924,6.039999962,15.27999973,26.04000092,15.22999954,26.75,71.69000244,17.03000069,113.1600037,118.8300018
3/8/2018,16.77000046,6.25,15.46000004,26.25,15.48999977,26.97999954,72.45999908,17.17000008,114.75,121.5
3/9/2018,17.05999947,6.440000057,15.38000011,NULL,15.30000019,27.21999931,71.69000244,17.03000069,114.1999969,119.5599976
3/12/2018,16.87999916,6.429999828,15.51000023,26.07999992,15.02000046,27.43000031,68.61000061,16.95000076,113.0999985,117.3600006
3/13/2018,17.37000084,6.510000229,15.38000011,24.96999931,14.73999977,27.20000076,72.36000061,16.95000076,115.3000031,114.7600021
3/14/2018,17.22999954,6.409999847,15.46000004,25.75,15.21000004,26.95999908,73.80000305,16.72999954,116.9400024,111.5500031
3/15/2018,17.26000023,6.329999924,15.15999985,26.5,15.02000046,26.61000061,73.31999969,17.03000069,115.4100037,110.1500015
3/16/2018,18.03000069,6.090000153,15.06000042,26.65999985,14.73999977,26.59000015,75.62999725,17.62000084,117.4899979,107.8099976
3/19/2018,18.03000069,5.929999828,15.77999973,26.32999992,14.47999954,27.43000031,75.81999969,17.84000015,116.3899994,107.8799973
3/20/2018,18.04999924,6.289999962,15.38000011,26.37000084,14.55000019,28.12999916,75.91999817,18.5,114.75,110.8199997
3/21/2018,17.9,6.179999828,15.76000023,26.57999992,14.55000019,28.12999916,76.97000122,18.5,114.75,114.6900024
3/22/2018,17.71999931,6.320000172,15.71000004,NULL,14.5,27.69000053,76.69000244,18.56999969,114.75,113.1500015
3/23/2018,17.40999985,6.400000095,15.35999966,25.92000008,14.13000011,27.23999977,75.81999969,18.28000069,113.6500015,110.4800034
3/26/2018,17.67000008,6.409999847,14.72999954,25.51000023,13.75,26.95999908,75.91999817,18.12999916,114.4700012,107.8799973
3/27/2018,17.59000015,6.519999981,14.85999966,25.34000015,13.56000042,26.72999954,NULL,17.84000015,116.9400024,105.4800034
3/28/2018,17.37000084,6.909999847,14.97999954,25.10000038,13.56000042,26.54000092,73.80000305,18.43000031,115.8399963,101.5400009
3/29/2018,17.14999962,6.820000172,15.21000004,24.93000031,13.90999985,26.52000046,75.81999969,18.12999916,113.6500015,99.52999878
3/30/2018,17.14999962,6.880000114,15.10999966,24.60000038,14.88000011,26.45000076,76.77999878,18.12999916,111.4499969,105.4100037
4/2/2018,17.94000053,7.179999828,14.76000023,25.04999924,15.31999969,25.80999947,82.06999969,17.69000053,109.6399994,104.8099976
4/3/2018,18.54999924,7.5,14.63000011,25.43000031,15.06000042,24.14999962,86.01000214,18.20999908,106.3499985,102.1399994
4/4/2018,18.42000008,7.420000076,14.76000023,25.92000008,14.46000004,24.59000015,85.72000122,18.79999924,109.8099976,98.12999725
4/5/2018,18.42000008,7.239999771,14.71000004,26.78000069,13.96000004,24.70999908,86.87000275,19.15999985,108.3199997,101.4700012
4/6/2018,18.42000008,7.389999866,15.10999966,26.68000031,14.13000011,24.69000053,85.52999878,18.87000084,108.8199997,103.4700012
4/9/2018,19.47999954,7.329999924,15.21000004,26.02000046,13.38000011,24.23999977,88.41000366,18.94000053,108.5999985,101.5400009
4/10/2018,19.12999916,7.28000021,15.21000004,25.17000008,13.11999989,23.68000031,86.48999786,18.56999969,108.1600037,104.2099991
4/11/2018,18.37999916,7.300000191,15.13000011,24.36000061,12.81000042,23.39999962,81.38999939,18.56999969,107.6100006,106.9400024
4/12/2018,18.46999931,7.130000114,15.43000031,24.60000038,12.73999977,24.27000046,81.48999786,17.97999954,107.7699966,105.4800034
4/13/2018,18.15999985,6.96999979,15.31000042,23.28000069,12.51000023,24.70999908,78.69999695,17.10000038,107.4400024,102.1399994
4/16/2018,18.20000076,6.96999979,15.02999973,23.61000061,11.82999992,24.85000038,77.83999634,17.38999939,104.3099976,100.1399994
4/17/2018,18.46999931,6.489999771,14.93000031,23.65999985,12.02000046,24.65999985,78.31999969,17.38999939,101.3000031,100.9400024
4/18/2018,18.25,6.03000021,14.76000023,23.55999947,11.5,24.14999962,77.65000153,17.25,102.9400024,97.47000122
4/19/2018,17.85000038,5.619999886,14.26000023,23.55999947,10.97999954,22.97999954,75.05000305,17.25,102.9400024,92.26000214
4/20/2018,18.46999931,NULL,14.71000004,23.37000084,11.52000046,23.94000053,76.87999725,17.03000069,102.1200027,98.66999817
4/23/2018,17.19000053,5.78000021,13.90999985,21.95000076,10.84000015,25.09000015,71.5,16.72999954,100.1399994,93.45999908
4/24/2018,16.44000053,5.980000019,14.01000023,23.31999969,10.64999962,25.12999916,68.70999908,17.46999931,98.83000183,91.79000092
4/26/2018,15.30000019,5.909999847,13.38000011,23.75,10.18000031,23.96999931,66.30999756,17.31999969,99.37000275,88.84999847
4/27/2018,15.82999992,6.28000021,13.46000004,23.94000053,10.78999996,24.25,68.70999908,17.46999931,101.5699997,90.12000275
5/2/2018,15.30000019,6.239999771,13.60999966,24.07999992,10.03999996,24.13999939,68.23000336,17.03000069,101.3000031,88.19000244
5/3/2018,15.39000034,5.809999943,13.57999992,23.88999939,9.670000076,24.15999985,69.37999725,17.25,101.5699997,86.72000122
5/4/2018,15.06000042,5.409999847,13.51000023,23.84000015,9.479999542,24.13999939,68.33000183,17.17000008,101.0199966,89.79000092
5/7/2018,15.5,5.789999962,14.01000023,23.28000069,9.479999542,25.68000031,70.73000336,17.54000092,104.3099976,91.45999908
5/8/2018,15.73999977,5.389999866,14.26000023,23.37000084,NULL,25.11000061,69.66999817,17.69000053,101.6299973,90.58999634
5/9/2018,15.73999977,5.050000191,14.26000023,23.28000069,10.64999962,25.18000031,NULL,17.97999954,101.5699997,94.80000305
5/10/2018,15.07999992,5.159999847,13.80000019,23.55999947,10.51000023,23.78000069,64.48000336,17.90999985,98.83000183,94.86000061
5/11/2018,15.21000004,5.239999771,13.93000031,23.55999947,10.31999969,24.48999977,65.34999847,17.76000023,97.73000336,96.59999847
5/14/2018,15.39000034,5.090000153,13.96000004,23.55999947,10.18000031,24.96999931,66.69000244,17.76000023,97.73000336,98.80000305
5/15/2018,15.60999966,4.920000076,13.85999966,23.55999947,10.14000034,25.38999939,68.70999908,17.97999954,96.62999725,100.0699997
5/16/2018,15.17000008,4.570000172,13.51000023,23.46999931,10.31999969,24.96999931,67.26999664,18.05999947,92.83999634,97.19999695
5/17/2018,14.77000046,4.889999866,13.26000023,23.37000084,10.36999989,24.54000092,67.08000183,18.64999962,90.58999634,96.12999725
5/18/2018,14.51000023,4.690000057,13.47999954,23.18000031,NULL,25.20000076,66.30999756,18.64999962,93.94000244,96.12999725
5/21/2018,14.06999969,4.389999866,13.30000019,23.09000015,9.949999809,26.22999954,63.52000046,18.94000053,91.13999939,96.52999878
5/22/2018,13.21000004,4.090000153,12.63000011,21.76000023,10.02000046,25.92000008,59.68000031,18.79999924,88.94000244,96.52999878
5/23/2018,13.72000027,4.380000114,12.93000031,22.43000031,10.02000046,26.87000084,61.5,18.43000031,91.84999847,92.12999725
5/24/2018,13.39000034,4.239999771,13.10999966,22.23999977,10.02000046,27.04000092,62.18000031,17.97999954,92.23999786,86.44999695
5/25/2018,12.97000027,4.389999866,13.02999973,21.56999969,9.529999733,26.15999985,59.86999893,18.20999908,91.13999939,81.44000244
5/28/2018,12.09000015,4.369999886,12.18000031,20.81999969,8.869999886,24.31999969,55.74000168,18.28000069,90.58999634,82.77999878
5/29/2018,12.93000031,4.489999771,13.01000023,20.81999969,9.270000458,24.96999931,59.58000183,17.90999985,92.56999969,88.51999664
5/30/2018,13.17000008,4.800000191,13.21000004,20.95999908,9.340000153,24.48999977,59.58000183,16.13999939,90.86000061,92.12999725
5/31/2018,14.06999969,5.130000114,14.02999973,21.01000023,9.569999695,25.25,61.59999847,15.77000046,90.15000153,94.80000305
6/1/2018,14.22000027,4.880000114,14.26000023,20.71999931,9.760000229,25.92000008,62.45999908,16.29000092,92.34999847,95.19999695
6/4/2018,14.68999958,5.03000021,15.01000023,20.71999931,10.43999958,25.92000008,64.76999664,17.03000069,96.08000183,98.12999725
6/5/2018,14.72999954,5.03000021,14.76000023,21.10000038,11.17000008,26.37000084,64.66999817,17.03000069,98.01999664,104.1399994
6/6/2018,14.89999962,4.800000191,15.21000004,21.01000023,11.68999958,28.18000031,67.26999664,18.05999947,96.91000366,109.4800034
6/7/2018,14.65999985,4.909999847,15.47999954,20.81999969,11.64000034,27.68000031,65.63999939,17.90999985,98.19000244,106.6100006
6/8/2018,14.94999981,4.619999886,15.32999992,20.71999931,11.52000046,28.77000046,66.20999908,18.28000069,98.01999664,105.1399994
6/11/2018,14.97000027,4.690000057,15.15999985,22.04999924,11.82999992,29.18000031,66.40000153,18.05999947,99.73999786,106.8799973
6/12/2018,14.77000046,4.440000057,14.88000011,22.23999977,11.96000004,28.55999947,65.34999847,17.97999954,100.2399979,104.6100006
6/13/2018,14.93000031,4.25,15.19999981,21.95000076,11.82999992,29.14999962,65.34999847,17.84000015,100.2399979,107.4800034
6/14/2018,14.32999992,4.389999866,14.92000008,21.29000092,11.76000023,29.25,65.16000366,17.31999969,99.68000031,106.8099976
6/15/2018,14.72999954,4.340000153,15.06000042,20.81999969,11.5,29.44000053,64.38999939,17.84000015,99.68000031,107.6100006
6/18/2018,13.73999977,4.320000172,14.06999969,21.10000038,10.97000027,28.05999947,59.97000122,17.69000053,95.63999939,100.9400024
6/19/2018,13.63000011,4.389999866,13.43000031,19.62999916,10.44999981,27.34000015,57.65999985,17.69000053,92.08999634,100.1399994
6/20/2018,13.85000038,4.300000191,14.01000023,19.62999916,11.17000008,27.54000092,59.86999893,17.10000038,93.48000336,104.8099976
6/21/2018,13.59000015,4.119999886,13.73999977,19.59000015,11.14000034,27.11000061,58.13999939,16.13999939,94.13999939,103.5400009
6/22/2018,13.89000034,3.910000086,14.34000015,20.25,11.17000008,27.79999924,59.09999847,16.36000061,98.58000183,103.4700012
6/25/2018,13.90999985,3.970000029,14.52999973,20.25,11.03999996,28.75,59.68000031,17.69000053,99.23999786,105.4800034
6/26/2018,13.80000019,3.769999981,14.39000034,19.39999962,10.90999985,28.53000069,60.06000137,17.46999931,97.41000366,103.6699982
6/27/2018,13.06000042,3.519999981,13.82999992,19.87000084,10.71000004,28.05999947,59.58000183,17.10000038,96.91000366,104.1399994
6/28/2018,12.52999973,3.670000076,13.60000038,19.78000069,10.51000023,27.27000046,57.27000046,16.59000015,94.13999939,100.8000031
6/29/2018,12.52999973,3.660000086,13.44999981,19.68000031,10.25,27.11000061,54.77999878,17.54000092,94.13999939,101.7399979
7/2/2018,12.09000015,3.910000086,13.44999981,18.92000008,9.890000343,25.44000053,51.02999878,15.85000038,94.69999695,98.80000305
7/3/2018,11.34000015,3.849999905,12.71000004,17.60000038,9.399999619,23.79999924,47.47000122,15.18000031,94.13999939,94.80000305
7/4/2018,11.97999954,3.890000105,12.98999977,16.84000015,9.460000038,24.85000038,50.74000168,15.26000023,92.48000336,92.45999908
7/5/2018,11.80000019,3.660000086,12.64000034,15.80000019,8.800000191,24.18000031,48.04999924,15.39999962,91.37999725,89.79000092
7/6/2018,12.56999969,3.75,12.88000011,16.64999962,9.069999695,25.31999969,51.40999985,15.10999966,91.93000031,92.73000336
7/9/2018,12.22000027,3.809999943,12.5,17.03000069,9.130000114,24.96999931,48.81999969,13.64000034,92.48000336,94.12999725
7/10/2018,12.15999985,3.799999952,12.43000031,16.64999962,NULL,24.94000053,48.81999969,13.64000034,92.48000336,94.80000305
7/11/2018,11.43000031,3.930000067,12.03999996,16.64999962,8.640000343,24.02000046,45.40999985,12.31000042,92.48000336,92.52999878
7/12/2018,11.47000027,4.210000038,11.81999969,16.84000015,8.710000038,24.25,45.16999817,11.93999958,93.19999695,93.12999725
7/13/2018,12.06999969,4.210000038,12.46000004,17.03000069,9.029999733,24.96999931,46.90000153,12.15999985,92.08999634,94.80000305
7/16/2018,NULL,4.340000153,12.43000031,16.84000015,9.130000114,25.48999977,47.95000076,12.52999973,93.04000092,97.12999725
7/17/2018,12.22000027,4.090000153,12.64000034,16.55999947,9.100000381,26.62999916,49.59000015,13.40999985,92.98000336,97.47000122
7/18/2018,12.84000015,4.070000172,13.02999973,16.75,9.720000267,26.87000084,51.79999924,12.97000027,93.58999634,99.80000305
7/19/2018,12.71000004,3.930000067,13.02999973,17.03000069,9.920000076,27.42000008,53.34000015,12.97000027,94.41999817,101.1399994
7/20/2018,12.81999969,NULL,12.85000038,17.40999985,9.920000076,26.98999977,54.29999924,13.27000046,93.87000275,100.8000031
7/23/2018,12.38000011,4.03000021,12.93999958,17.54999924,9.590000153,27.07999992,52.47000122,12.89999962,94.13999939,98.19999695
7/24/2018,12.05000019,4.119999886,12.39000034,17.5,9.399999619,26.72999954,51.40999985,13.27000046,94.08999634,96.80000305
7/25/2018,11.64999962,4.139999866,12.43000031,18.63999939,9.430000305,26.27000046,48.15000153,13.56000042,94.08999634,98.47000122
7/26/2018,12.18000031,4.079999924,12.77999973,18.39999962,9.199999809,26.15999985,50.45000076,13.64000034,94.97000122,96.86000061
7/27/2018,12.27000046,4.199999809,13.06000042,18.92000008,9.399999619,27.05999947,51.88999939,12.97000027,93.48000336,98.12999725
7/30/2018,12.56999969,4.210000038,12.97000027,19.68000031,9.590000153,27.57999992,53.72000122,12.97000027,93.30999756,99.87000275
7/31/2018,12.71000004,4.090000153,13.07999992,19.68000031,9.329999924,27.77000046,54.38999939,13.11999989,93.15000153,101.4000015
8/1/2018,12.75,4.139999866,13.15999985,19.68000031,9.199999809,27.01000023,53.34000015,13.18999958,92.43000031,103.8099976
8/2/2018,12.89999962,4.420000076,13.03999996,19.48999977,9.029999733,27.05999947,54.77999878,13.05000019,91.37999725,106.1399994
8/3/2018,12.77000046,4.480000019,12.71000004,19.78000069,8.970000267,26.75,56.11999893,13.05000019,89.48999786,107.4800034
8/6/2018,12.56999969,4.690000057,12.65999985,19.68000031,8.670000076,26.38999939,54.58000183,13.05000019,88.55000305,104.4700012
8/7/2018,12.72999954,4.829999924,12.65999985,19.48999977,8.640000343,26.38999939,53.61999893,13.18999958,84.73000336,103.3399963
8/8/2018,12.98999977,4.789999962,12.85000038,19.48999977,8.739999771,27.07999992,54.58000183,13.27000046,86.11000061,102.9400024
8/9/2018,13.01000023,4.570000172,12.80000019,19.29999924,8.869999886,27.20000076,54.38999939,13.11999989,86.94000244,104.8099976
8/10/2018,13.31999969,4.639999866,12.96000004,19.20999908,8.869999886,27.44000053,57.36999893,13.11999989,87.05999756,104.8099976
8/13/2018,13.85000038,4.570000172,13.40999985,19.39999962,9.199999809,27.15999985,58.13999939,NULL,86.44999695,107.5599976
8/14/2018,13.63000011,4.599999905,13.47999954,19.29999924,9.199999809,27.98999977,56.88999939,NULL,87.55000305,108.9400024
8/15/2018,13.18999958,4.949999809,13.13000011,19.20999908,8.93999958,27.57999992,54.68000031,12.93000031,87.77999878,105.4899979
8/16/2018,13.10000038,4.889999866,13.13000011,19.29999924,8.869999886,28.27000046,54.77999878,13.63000011,87.83000183,105.8399963
8/17/2018,13.06000042,4.940000057,13.19999981,19.48999977,8.800000191,28.07999992,54.97000122,13.31000042,87.77999878,105.8399963
8/20/2018,12.81999969,5.099999905,13.03999996,19.20999908,8.800000191,28.77000046,56.02000046,13.15999985,88.66000366,105.4899979
8/21/2018,13.44999981,5.039999962,13.13000011,19.44000053,8.770000458,29.01000023,56.70000076,12.85000038,90.43000031,104.8000031
8/22/2018,13.27999973,5.110000134,13.30000019,19.20999908,8.710000038,28.94000053,56.22000122,12.68999958,89.83000183,106.8700027
8/23/2018,13.43000031,5.079999924,13.34000015,19.29999924,8.739999771,28.97999954,56.02000046,12.93000031,88.76999664,106.8700027
8/24/2018,13.27999973,4.849999905,13.43000031,19.39999962,8.840000153,28.77000046,56.40999985,13.15999985,88.22000122,110.3199997
