,date,open,high,low,close,volume
562,2022-01-11,"1,503.71","1,512.05","1,488.40","1,492.31",1.25M
570,2022-01-12,"1,489.11","1,510.51","1,464.49","1,510.51",1.13M
669,2022-01-13,"1,510.51","1,522.60","1,495.13","1,496.05",995.82K
730,2022-01-14,"1,496.05","1,503.25","1,476.68","1,496.02",785.61K
903,2022-01-17,"1,496.02","1,503.86","1,452.84","1,452.84",987.10K
963,2022-01-18,"1,452.84","1,452.84","1,424.65","1,438.94",739.29K
1020,2022-01-19,"1,438.94","1,449.11","1,434.46","1,442.79",637.63K
1077,2022-01-20,"1,442.79","1,469.08","1,432.58","1,465.30",785.76K
1136,2022-01-21,"1,465.30","1,477.23","1,463.06","1,472.89",811.35K
1310,2022-01-24,"1,472.89","1,472.89","1,432.18","1,439.71",828.13K
1369,2022-01-25,"1,439.71","1,479.58","1,424.36","1,479.58",751.39K
1423,2022-01-26,"1,479.58","1,490.45","1,478.41","1,481.58",813.18K
1478,2022-01-27,"1,481.58","1,486.39","1,464.06","1,470.76",564.60K
1538,2022-01-28,"1,470.76","1,484.48","1,465.22","1,478.96",702.68K
528,2022-02-07,"1,478.96","1,505.69","1,478.96","1,497.66",578.17K
537,2022-02-08,"1,497.66","1,503.33","1,491.78","1,500.99",734.76K
546,2022-02-09,"1,500.99","1,511.72","1,499.53","1,505.38",794.74K
555,2022-02-10,"1,510.66","1,512.88","1,495.70","1,506.79",680.25K
563,2022-02-11,"1,506.79","1,508.54","1,499.06","1,501.71",636.28K
734,2022-02-14,"1,501.71","1,501.71","1,471.96","1,471.96",810.72K
792,2022-02-15,"1,471.96","1,495.56","1,470.06","1,492.75",606.42K
848,2022-02-16,"1,492.75","1,499.50","1,486.68","1,492.10",702.52K
908,2022-02-17,"1,492.10","1,507.99","1,492.10","1,507.99",615.79K
968,2022-02-18,"1,507.99","1,507.99","1,492.38","1,504.84",697.55K
1141,2022-02-21,"1,504.84","1,516.63","1,500.97","1,510.84",791.92K
1200,2022-02-22,"1,510.84","1,510.84","1,484.81","1,503.47",908.05K
1257,2022-02-23,"1,503.47","1,520.78","1,503.47","1,512.30",694.65K
1314,2022-02-24,"1,512.30","1,513.25","1,473.76","1,494.85",1.16M
1373,2022-02-25,"1,494.85","1,512.05","1,494.85","1,498.89",768.01K
1543,2022-02-28,"1,498.89","1,502.36","1,487.57","1,490.13",729.79K
486,2022-03-01,"1,490.13","1,501.73","1,490.13","1,498.78",842.43K
493,2022-03-02,"1,499.37","1,500.41","1,479.55","1,485.52",941.55K
498,2022-03-03,"1,485.52","1,505.00","1,485.52","1,505.00",929.21K
504,2022-03-04,"1,505.00","1,509.19","1,501.39","1,505.33",928.92K
529,2022-03-07,"1,505.33","1,505.33","1,493.87","1,499.05",981.72K
538,2022-03-08,"1,499.05","1,499.05","1,473.71","1,473.71",1.04M
547,2022-03-09,"1,473.71","1,482.86","1,462.80","1,473.74",930.30K
556,2022-03-10,"1,473.74","1,488.59","1,473.74","1,479.08",649.94K
564,2022-03-11,"1,479.08","1,480.29","1,458.88","1,466.54",878.19K
739,2022-03-14,"1,466.54","1,466.54","1,439.19","1,446.25",858.57K
798,2022-03-15,"1,446.25","1,453.07","1,437.27","1,452.74",675.63K
854,2022-03-16,"1,452.74","1,462.98","1,452.74","1,459.33",624.22K
913,2022-03-17,"1,459.33","1,467.74","1,459.14","1,461.34",717.44K
972,2022-03-18,"1,461.34","1,474.86","1,461.34","1,469.10",795.73K
1146,2022-03-21,"1,474.78","1,494.95","1,474.38","1,494.95",792.16K
1206,2022-03-22,"1,494.95","1,507.71","1,494.95","1,503.78",947.70K
1263,2022-03-23,"1,503.78","1,513.90","1,501.67","1,502.34",861.13K
1319,2022-03-24,"1,502.34","1,505.39","1,495.18","1,498.26",784.91K
1377,2022-03-25,"1,500.17","1,503.29","1,494.55","1,498.50",768.94K
1548,2022-03-28,"1,498.50","1,498.50","1,473.80","1,483.18",1.07M
1602,2022-03-29,"1,483.18","1,498.45","1,483.18","1,497.76",737.94K
1654,2022-03-30,"1,497.76","1,503.89","1,483.90","1,490.51",901.49K
1702,2022-03-31,"1,490.51","1,498.41","1,488.27","1,492.15",684.54K
487,2022-04-01,"1,492.15","1,516.87","1,484.13","1,516.44",967.67K
505,2022-04-04,"1,516.44","1,530.95","1,516.44","1,524.70",779.58K
512,2022-04-05,"1,524.70","1,527.57","1,519.28","1,520.03",703.53K
520,2022-04-06,"1,520.03","1,523.75","1,507.62","1,522.90",944.04K
530,2022-04-07,"1,522.90","1,524.92","1,502.35","1,502.35",795.13K
539,2022-04-08,"1,502.35","1,507.73","1,482.00","1,482.00",763.56K
571,2022-04-12,"1,482.00","1,490.58","1,455.25","1,455.25",680.06K
685,2022-04-13,"1,455.25","1,477.20","1,448.52","1,477.20",674.79K
744,2022-04-14,"1,477.20","1,484.34","1,471.75","1,472.12",523.37K
802,2022-04-15,"1,472.12","1,478.95","1,456.39","1,458.56",659.47K
976,2022-04-18,"1,458.56","1,458.56","1,425.07","1,432.60",827.69K
1033,2022-04-19,"1,432.60","1,442.04","1,406.45","1,406.45",702.35K
1091,2022-04-20,"1,401.63","1,410.64","1,384.72","1,384.72",688.33K
1150,2022-04-21,"1,384.72","1,392.33","1,356.58","1,370.21",810.67K
1211,2022-04-22,"1,370.21","1,392.89","1,352.43","1,379.23",834.41K
1380,2022-04-25,"1,379.23","1,382.13","1,298.38","1,310.92",762.88K
1436,2022-04-26,"1,310.92","1,341.34","1,261.40","1,341.34",727.65K
1494,2022-04-27,"1,341.34","1,355.92","1,314.81","1,353.77",519.56K
1553,2022-04-28,"1,353.77","1,358.07","1,344.10","1,350.99",485.12K
1606,2022-04-29,"1,350.99","1,369.31","1,343.24","1,366.80",598.40K
506,2022-05-04,"1,366.11","1,366.39","1,348.68","1,348.68",528.29K
513,2022-05-05,"1,348.68","1,362.18","1,331.41","1,360.68",531.08K
521,2022-05-06,"1,360.68","1,360.68","1,328.13","1,329.26",564.07K
548,2022-05-09,"1,329.26","1,329.26","1,265.54","1,269.62",673.76K
557,2022-05-10,"1,269.62","1,293.56","1,232.57","1,293.56",665.48K
565,2022-05-11,"1,293.56","1,305.17","1,277.91","1,301.53",418.23K
572,2022-05-12,"1,301.53","1,301.53","1,238.05","1,238.84",557.89K
690,2022-05-13,"1,238.84","1,238.84","1,180.60","1,182.77",816.99K
863,2022-05-16,"1,182.77","1,215.96","1,170.59","1,171.95",584.39K
924,2022-05-17,"1,171.95","1,228.37","1,156.54","1,228.37",583.96K
982,2022-05-18,"1,228.37","1,249.84","1,222.92","1,240.76",566.36K
1038,2022-05-19,"1,240.76","1,246.66","1,210.43","1,241.64",496.73K
1096,2022-05-20,"1,241.64","1,252.96","1,232.33","1,240.71",504.69K
1272,2022-05-23,"1,240.71","1,246.58","1,207.99","1,218.81",557.43K
1330,2022-05-24,"1,218.81","1,233.38","1,203.28","1,233.38",528.48K
1386,2022-05-25,"1,233.38","1,268.43","1,233.38","1,268.43",655.24K
1441,2022-05-26,"1,268.43","1,278.11","1,261.55","1,268.57",541.91K
1499,2022-05-27,"1,268.57","1,286.99","1,268.57","1,285.45",607.22K
1659,2022-05-30,"1,285.45","1,296.22","1,281.27","1,293.92",587.23K
1708,2022-05-31,"1,293.92","1,297.64","1,280.44","1,292.68",591.09K
488,2022-06-01,"1,292.68","1,302.25","1,286.01","1,299.52",573.63K
494,2022-06-02,"1,299.52","1,302.66","1,283.32","1,288.62",572.55K
499,2022-06-03,"1,288.62","1,292.78","1,276.37","1,287.98",473.81K
522,2022-06-06,"1,287.98","1,302.14","1,281.95","1,290.01",589.89K
531,2022-06-07,"1,290.01","1,291.35","1,260.92","1,291.35",670.87K
540,2022-06-08,"1,291.35","1,316.78","1,291.35","1,307.91",584.57K
549,2022-06-09,"1,307.91","1,312.44","1,300.85","1,307.80",465.66K
558,2022-06-10,"1,307.80","1,309.59","1,284.08","1,284.08",603.29K
694,2022-06-13,"1,284.08","1,284.08","1,226.01","1,227.04",733.45K
754,2022-06-14,"1,227.04","1,239.36","1,211.13","1,230.31",560.89K
812,2022-06-15,"1,230.31","1,235.56","1,195.19","1,213.93",688.12K
868,2022-06-16,"1,213.93","1,246.32","1,213.93","1,236.63",561.69K
929,2022-06-17,"1,236.63","1,236.63","1,191.92","1,217.30",738.58K
1100,2022-06-20,"1,218.37","1,221.60","1,180.40","1,180.40",669.55K
1160,2022-06-21,"1,180.40","1,189.97","1,162.94","1,172.47",694.93K
1221,2022-06-22,"1,172.47","1,185.86","1,162.98","1,169.27",592.48K
1277,2022-06-23,"1,169.27","1,188.88","1,162.06","1,188.88",440.78K
1335,2022-06-24,"1,188.88","1,196.85","1,185.48","1,185.48",478.69K
1503,2022-06-27,"1,185.48","1,203.51","1,185.48","1,202.82",526.96K
1563,2022-06-28,"1,202.82","1,221.74","1,198.99","1,218.10",588.39K
1616,2022-06-29,"1,218.10","1,219.58","1,207.38","1,218.09",560.59K
1664,2022-06-30,"1,218.09","1,220.51","1,197.60","1,197.60",510.22K
489,2022-07-01,"1,197.60","1,202.41","1,170.95","1,198.90",534.07K
507,2022-07-04,"1,206.47","1,208.96","1,192.63","1,195.53",442.82K
514,2022-07-05,"1,195.53","1,200.99","1,181.29","1,181.29",612.00K
523,2022-07-06,"1,181.29","1,181.29","1,147.63","1,149.61",556.46K
532,2022-07-07,"1,149.61","1,166.48","1,142.80","1,166.48",411.79K
541,2022-07-08,"1,166.48","1,177.18","1,164.23","1,171.31",476.37K
566,2022-07-11,"1,171.31","1,171.31","1,144.55","1,155.29",538.71K
573,2022-07-12,"1,155.29","1,174.82","1,153.55","1,174.82",525.11K
700,2022-07-13,"1,173.46","1,182.21","1,170.92","1,173.92",564.00K
759,2022-07-14,"1,173.92","1,182.17","1,170.04","1,182.17",534.74K
817,2022-07-15,"1,182.17","1,189.66","1,178.12","1,179.25",604.01K
991,2022-07-18,"1,179.25","1,184.93","1,174.70","1,176.49",523.73K
1049,2022-07-19,"1,176.49","1,180.46","1,168.99","1,178.33",532.69K
1106,2022-07-20,"1,178.33","1,198.63","1,178.33","1,194.14",648.00K
1165,2022-07-21,"1,194.14","1,201.91","1,194.14","1,198.47",530.31K
1226,2022-07-22,"1,198.47","1,202.69","1,194.76","1,194.76",477.95K
1395,2022-07-25,"1,191.43","1,198.16","1,184.32","1,188.50",437.85K
1452,2022-07-26,"1,188.50","1,194.15","1,184.44","1,185.07",434.80K
1509,2022-07-27,"1,185.07","1,191.04","1,178.58","1,191.04",445.14K
1568,2022-07-28,"1,191.04","1,214.03","1,191.04","1,208.12",668.86K
1621,2022-07-29,"1,208.12","1,217.84","1,206.33","1,206.33",590.32K
490,2022-08-01,"1,206.33","1,231.35","1,206.33","1,231.35",708.71K
495,2022-08-02,"1,231.35","1,241.91","1,224.11","1,241.62",817.69K
500,2022-08-03,"1,241.62","1,250.20","1,232.41","1,249.76",789.52K
508,2022-08-04,"1,249.76","1,257.38","1,247.38","1,254.15",724.75K
515,2022-08-05,"1,250.25","1,253.75","1,245.05","1,252.74",698.64K
542,2022-08-08,"1,252.36","1,258.84","1,252.04","1,256.75",699.34K
550,2022-08-09,"1,256.75","1,263.14","1,252.84","1,258.85",721.64K
559,2022-08-10,"1,258.85","1,260.36","1,253.89","1,256.50",651.76K
567,2022-08-11,"1,256.50","1,268.03","1,245.85","1,252.07",810.55K
574,2022-08-12,"1,252.07","1,262.33","1,248.65","1,262.33",542.04K
821,2022-08-15,"1,262.33","1,274.24","1,262.33","1,274.20",634.20K
878,2022-08-16,"1,274.20","1,275.93","1,271.11","1,274.69",617.72K
939,2022-08-17,"1,274.69","1,280.61","1,271.97","1,275.28",712.25K
996,2022-08-18,"1,275.28","1,283.15","1,268.64","1,273.66",599.08K
1054,2022-08-19,"1,273.66","1,280.00","1,263.45","1,269.18",607.62K
1230,2022-08-22,"1,269.18","1,270.57","1,255.83","1,260.43",619.45K
1287,2022-08-23,"1,260.43","1,270.81","1,253.45","1,270.81",564.72K
1345,2022-08-24,"1,270.81","1,280.36","1,270.81","1,277.16",601.89K
1400,2022-08-25,"1,277.16","1,289.18","1,277.16","1,288.88",623.97K
1457,2022-08-26,"1,291.29","1,295.12","1,280.05","1,282.57",668.96K
1625,2022-08-29,"1,282.57","1,282.57","1,249.17","1,270.80",845.90K
1674,2022-08-30,"1,270.80","1,287.65","1,270.80","1,279.39",526.10K
1719,2022-08-31,"1,279.39","1,285.29","1,274.99","1,280.51",499.31K
516,2022-09-05,"1,280.51","1,285.70","1,275.35","1,277.35",524.68K
524,2022-09-06,"1,279.58","1,286.92","1,277.40","1,277.40",581.46K
533,2022-09-07,"1,277.40","1,277.40","1,243.17","1,243.17",852.27K
543,2022-09-08,"1,243.17","1,251.36","1,234.60","1,234.60",599.61K
551,2022-09-09,"1,234.60","1,248.78","1,228.54","1,248.78",586.03K
575,2022-09-12,"1,248.78","1,257.80","1,248.78","1,249.62",410.19K
710,2022-09-13,"1,249.62","1,252.35","1,243.87","1,248.40",473.97K
770,2022-09-14,"1,248.40","1,248.40","1,228.51","1,240.77",607.86K
826,2022-09-15,"1,240.77","1,250.93","1,240.77","1,245.66",429.84K
883,2022-09-16,"1,245.66","1,246.17","1,230.37","1,234.03",632.37K
1058,2022-09-19,"1,234.03","1,234.03","1,202.07","1,205.43",701.96K
1116,2022-09-20,"1,212.08","1,218.93","1,199.71","1,218.93",473.89K
1176,2022-09-21,"1,218.93","1,218.93","1,204.68","1,210.55",391.71K
1235,2022-09-22,"1,210.55","1,214.70","1,196.64","1,214.70",473.56K
1292,2022-09-23,"1,214.70","1,216.59","1,201.45","1,203.28",485.38K
1461,2022-09-26,"1,203.28","1,203.28","1,159.12","1,174.35",757.09K
1519,2022-09-27,"1,174.35","1,180.75","1,166.44","1,166.54",466.62K
1579,2022-09-28,"1,166.54","1,166.54","1,142.79","1,143.62",527.70K
1630,2022-09-29,"1,143.62","1,159.49","1,126.07","1,126.07",491.47K
1679,2022-09-30,"1,126.07","1,135.47","1,099.44","1,132.11",729.67K
501,2022-10-03,"1,132.11","1,132.11","1,079.86","1,086.44",554.15K
509,2022-10-04,"1,086.44","1,100.42","1,069.74","1,078.14",582.82K
517,2022-10-05,"1,078.14","1,110.21","1,078.14","1,104.26",451.94K
525,2022-10-06,"1,104.26","1,106.97","1,072.57","1,074.52",545.82K
534,2022-10-07,"1,074.52","1,074.52","1,022.38","1,035.91",877.31K
560,2022-10-10,"1,035.91","1,051.02","1,012.94","1,042.48",692.98K
568,2022-10-11,"1,042.48","1,042.48",998.64,"1,006.20",672.10K
576,2022-10-12,"1,006.20","1,039.44","1,002.89","1,034.81",616.14K
715,2022-10-13,"1,034.81","1,050.99","1,025.04","1,050.99",477.33K
775,2022-10-14,"1,050.99","1,068.12","1,050.99","1,061.85",641.48K
948,2022-10-17,"1,061.85","1,061.85","1,033.59","1,051.58",497.42K
1007,2022-10-18,"1,051.58","1,071.74","1,051.58","1,063.66",514.84K
1064,2022-10-19,"1,063.66","1,065.99","1,052.29","1,060.07",400.66K
1121,2022-10-20,"1,056.14","1,065.28","1,048.21","1,058.45",398.33K
1181,2022-10-21,"1,058.45","1,059.09","1,013.69","1,019.82",742.10K
1354,2022-10-24,"1,019.82","1,023.51",977.41,986.15,654.95K
1411,2022-10-25,986.15,"1,011.39",962.45,997.7,751.18K
1467,2022-10-26,997.7,"1,004.55",984.71,993.36,448.28K
1524,2022-10-27,993.36,"1,028.01",990.48,"1,028.01",647.72K
1584,2022-10-28,"1,028.01","1,044.57","1,026.53","1,027.36",654.70K
1724,2022-10-31,"1,028.24","1,030.32","1,005.00","1,027.94",662.04K
491,2022-11-01,"1,027.94","1,043.53","1,027.39","1,033.75",613.98K
496,2022-11-02,"1,033.75","1,034.73","1,018.64","1,023.19",578.23K
502,2022-11-03,"1,023.19","1,023.95","1,010.65","1,019.81",442.89K
510,2022-11-04,"1,008.23","1,009.96",974.61,997.15,753.11K
535,2022-11-07,997.15,997.15,969.61,975.19,646.85K
544,2022-11-08,975.19,981.86,956.97,981.65,660.72K
552,2022-11-09,981.65,994.79,977.93,985.59,583.06K
561,2022-11-10,975.97,976.31,935.78,947.24,698.76K
569,2022-11-11,947.24,966.7,947.24,954.53,736.49K
779,2022-11-14,954.53,954.53,923.53,941.04,666.06K
836,2022-11-15,941.04,941.04,900.17,911.9,692.34K
893,2022-11-16,911.9,945.42,873.78,942.9,1.05M
953,2022-11-17,942.9,972.88,942.9,969.26,724.46K
1012,2022-11-18,969.26,971.77,939.73,969.33,960.58K
1185,2022-11-21,969.33,973.19,956.77,960.65,597.72K
1245,2022-11-22,960.65,985.28,948.52,952.12,1.05M
1302,2022-11-23,952.12,958.61,942.02,946,542.12K
1359,2022-11-24,946,950.03,934.31,947.71,543.14K
1416,2022-11-25,947.71,971.46,947.71,971.46,622.50K
1588,2022-11-28,971.46,"1,006.22",971.46,"1,005.69",973.79K
1640,2022-11-29,"1,005.69","1,032.16",998.56,"1,032.16",1.18M
1689,2022-11-30,"1,032.16","1,048.42","1,021.54","1,048.42",1.14M
492,2022-12-01,"1,048.42","1,066.28","1,035.62","1,036.28",1.34M
497,2022-12-02,"1,036.28","1,080.01","1,030.81","1,080.01",1.09M
518,2022-12-05,"1,080.01","1,099.45","1,080.01","1,093.67",1.26M
526,2022-12-06,"1,093.67","1,093.67","1,048.69","1,048.69",1.48M
536,2022-12-07,"1,048.69","1,059.79","1,034.92","1,041.02",920.94K
545,2022-12-08,"1,041.02","1,078.09","1,041.02","1,050.53",916.99K
553,2022-12-09,"1,050.53","1,061.21","1,041.39","1,051.81",788.20K
577,2022-12-12,"1,051.81","1,065.16","1,032.07","1,032.07",909.57K
726,2022-12-13,"1,032.07","1,047.45","1,026.30","1,047.45",798.74K
785,2022-12-14,"1,047.45","1,062.18","1,046.43","1,050.43",792.04K
841,2022-12-15,"1,049.16","1,062.61","1,049.06","1,055.32",731.12K
898,2022-12-16,"1,055.32","1,064.79","1,047.16","1,052.48",881.53K
1073,2022-12-19,"1,052.48","1,065.59","1,038.40","1,038.40",988.84K
1132,2022-12-20,"1,038.40","1,038.74","1,010.08","1,023.13",1.08M
1191,2022-12-21,"1,033.34","1,033.84","1,005.43","1,018.88",857.33K
1250,2022-12-22,"1,018.88","1,033.18","1,016.54","1,022.61",714.22K
1307,2022-12-23,"1,022.61","1,027.34","1,013.20","1,020.34",544.11K
1476,2022-12-26,"1,020.34","1,021.89",985.21,985.21,623.49K
1535,2022-12-27,985.21,"1,007.88",983.67,"1,004.57",593.36K
1594,2022-12-28,"1,004.57","1,020.52",998.97,"1,015.66",590.45K
1645,2022-12-29,"1,015.66","1,021.96","1,009.29","1,009.29",462.66K
1694,2022-12-30,"1,009.29","1,017.99","1,007.09","1,007.09",407.14K
590,2023-01-03,"1,007.09","1,043.90","1,007.09","1,043.90",551.33K
598,2023-01-04,"1,043.90","1,052.60","1,041.56","1,046.35",647.73K
604,2023-01-05,"1,048.17","1,058.14","1,046.64","1,055.82",535.05K
611,2023-01-06,"1,055.82","1,065.58","1,047.26","1,051.44",698.50K
635,2023-01-09,"1,058.28","1,062.12","1,050.95","1,054.21",475.20K
643,2023-01-10,"1,054.21","1,057.44","1,045.75","1,053.35",546.26K
652,2023-01-11,"1,053.35","1,065.69","1,053.35","1,055.76",545.18K
659,2023-01-12,"1,055.76","1,060.97","1,050.27","1,056.39",506.47K
670,2023-01-13,"1,056.39","1,066.39","1,055.23","1,060.17",670.23K
846,2023-01-16,"1,060.17","1,067.74","1,057.87","1,066.68",520.79K
904,2023-01-17,"1,066.68","1,088.29","1,066.68","1,088.29",673.93K
964,2023-01-18,"1,088.29","1,100.39","1,088.29","1,098.28",604.20K
1021,2023-01-19,"1,098.28","1,111.72","1,094.46","1,108.08",617.71K
1479,2023-01-27,"1,108.08","1,124.30","1,108.08","1,117.10",604.93K
1649,2023-01-30,"1,117.10","1,118.46","1,102.57","1,102.57",798.68K
1698,2023-01-31,"1,102.57","1,111.18","1,088.25","1,111.18",748.42K
578,2023-02-01,"1,111.18","1,116.96","1,075.97","1,075.97",1.03M
584,2023-02-02,"1,075.97","1,083.36","1,070.81","1,077.59",634.74K
591,2023-02-03,"1,077.59","1,081.89","1,070.46","1,077.15",563.83K
612,2023-02-06,"1,077.15","1,089.29","1,067.24","1,089.29",527.01K
620,2023-02-07,"1,089.29","1,092.12","1,065.18","1,065.84",673.21K
628,2023-02-08,"1,065.84","1,079.51","1,063.50","1,072.22",569.32K
636,2023-02-09,"1,072.22","1,075.20","1,064.03","1,064.03",473.85K
644,2023-02-10,"1,064.03","1,066.28","1,054.08","1,055.30",463.94K
675,2023-02-13,"1,055.30","1,055.30","1,031.70","1,043.70",681.32K
735,2023-02-14,"1,043.70","1,046.64","1,032.76","1,038.64",395.73K
793,2023-02-15,"1,038.64","1,051.89","1,034.39","1,048.20",585.76K
849,2023-02-16,"1,048.20","1,058.29","1,047.45","1,058.29",475.80K
909,2023-02-17,"1,058.29","1,062.25","1,053.26","1,059.31",465.08K
1081,2023-02-20,"1,059.74","1,088.01","1,059.56","1,086.69",682.29K
1142,2023-02-21,"1,086.69","1,095.10","1,081.80","1,082.23",720.35K
1201,2023-02-22,"1,082.23","1,082.23","1,054.28","1,054.28",814.01K
1258,2023-02-23,"1,054.28","1,054.48","1,030.58","1,053.66",720.75K
1315,2023-02-24,"1,053.66","1,053.66","1,034.66","1,039.56",430.41K
1484,2023-02-27,"1,039.56","1,039.56","1,017.55","1,021.25",588.61K
1544,2023-02-28,"1,021.25","1,034.36","1,018.72","1,024.68",432.96K
579,2023-03-01,"1,024.68","1,040.55","1,013.37","1,040.55",523.62K
585,2023-03-02,"1,039.00","1,043.80","1,033.07","1,037.61",373.16K
592,2023-03-03,"1,038.10","1,041.82","1,022.78","1,024.77",447.72K
613,2023-03-06,"1,024.77","1,042.43","1,024.77","1,027.18",421.90K
621,2023-03-07,"1,027.18","1,043.92","1,027.18","1,037.84",473.17K
629,2023-03-08,"1,037.84","1,049.18","1,027.80","1,049.18",510.28K
637,2023-03-09,"1,049.18","1,060.56","1,049.18","1,055.95",609.04K
645,2023-03-10,"1,055.95","1,055.95","1,046.31","1,053.00",508.59K
680,2023-03-13,"1,053.00","1,055.58","1,045.46","1,052.80",625.07K
740,2023-03-14,"1,052.80","1,052.80","1,034.72","1,040.13",621.19K
799,2023-03-15,"1,040.13","1,062.55","1,040.13","1,062.19",622.86K
855,2023-03-16,"1,062.19","1,062.19","1,043.65","1,047.40",532.93K
914,2023-03-17,"1,047.40","1,055.42","1,043.54","1,045.14",564.93K
1086,2023-03-20,"1,045.14","1,045.14","1,022.71","1,023.10",567.36K
1147,2023-03-21,"1,023.10","1,036.15","1,017.05","1,032.43",474.89K
1207,2023-03-22,"1,032.43","1,042.84","1,032.43","1,040.54",458.78K
1264,2023-03-23,"1,040.54","1,045.10","1,030.93","1,045.10",431.45K
1320,2023-03-24,"1,045.10","1,052.29","1,044.02","1,046.79",579.74K
1489,2023-03-27,"1,047.78","1,053.78","1,041.99","1,052.25",556.95K
1549,2023-03-28,"1,052.25","1,059.83","1,051.75","1,054.29",648.10K
1603,2023-03-29,"1,054.29","1,056.33","1,048.26","1,056.33",460.96K
1655,2023-03-30,"1,056.33","1,066.23","1,056.33","1,059.44",633.98K
1703,2023-03-31,"1,059.44","1,067.55","1,059.44","1,064.64",639.93K
593,2023-04-03,"1,064.64","1,079.28","1,064.64","1,079.28",821.31K
599,2023-04-04,"1,079.28","1,082.21","1,075.10","1,078.45",803.89K
605,2023-04-05,"1,078.45","1,080.86","1,074.10","1,080.86",793.75K
614,2023-04-06,"1,080.86","1,084.52","1,070.91","1,070.91",998.76K
622,2023-04-07,"1,070.91","1,072.94","1,063.70","1,069.71",646.00K
646,2023-04-10,"1,073.86","1,075.54","1,063.45","1,065.35",857.46K
653,2023-04-11,"1,065.35","1,070.56","1,056.90","1,069.46",697.78K
660,2023-04-12,"1,071.61","1,072.70","1,066.43","1,069.45",726.16K
686,2023-04-13,"1,069.45","1,070.96","1,062.26","1,064.30",673.04K
745,2023-04-14,"1,064.30","1,068.79","1,052.89","1,052.89",786.53K
919,2023-04-17,"1,052.89","1,054.72","1,049.11","1,053.81",453.79K
977,2023-04-18,"1,053.81","1,057.15","1,050.89","1,055.02",539.76K
1034,2023-04-19,"1,055.02","1,058.14","1,047.47","1,048.98",569.68K
1092,2023-04-20,"1,048.98","1,051.86","1,045.85","1,049.25",373.75K
1151,2023-04-21,"1,049.25","1,050.40","1,041.26","1,042.91",553.03K
1325,2023-04-24,"1,042.91","1,047.18","1,038.36","1,041.36",556.99K
1381,2023-04-25,"1,045.87","1,045.87","1,032.49","1,034.85",539.59K
1437,2023-04-26,"1,034.85","1,040.80","1,029.19","1,040.80",576.78K
1495,2023-04-27,"1,040.80","1,044.25","1,037.62","1,039.63",511.73K
1554,2023-04-28,"1,043.17","1,049.12","1,042.04","1,049.12",613.14K
600,2023-05-04,"1,049.12","1,049.12","1,038.18","1,040.61",625.81K
606,2023-05-05,"1,040.61","1,043.22","1,036.69","1,040.31",547.78K
630,2023-05-08,"1,040.31","1,053.44","1,040.31","1,053.44",655.53K
638,2023-05-09,"1,055.42","1,058.71","1,052.68","1,053.77",564.40K
647,2023-05-10,"1,055.62","1,058.67","1,053.34","1,058.26",717.42K
654,2023-05-11,"1,058.26","1,063.69","1,056.72","1,057.12",708.31K
661,2023-05-12,"1,057.12","1,066.90","1,053.97","1,066.90",725.83K
807,2023-05-15,"1,066.90","1,076.32","1,065.71","1,065.71",834.50K
864,2023-05-16,"1,065.71","1,069.27","1,063.65","1,065.91",681.38K
925,2023-05-17,"1,065.91","1,069.95","1,060.44","1,060.44",836.83K
983,2023-05-18,"1,060.44","1,073.41","1,060.44","1,068.31",649.54K
1039,2023-05-19,"1,068.31","1,070.15","1,058.56","1,067.07",755.49K
1216,2023-05-22,"1,067.07","1,070.64","1,065.88","1,070.64",711.11K
1273,2023-05-23,"1,073.12","1,073.96","1,062.15","1,065.85",721.99K
1331,2023-05-24,"1,065.85","1,069.61","1,060.60","1,061.79",794.10K
1387,2023-05-25,"1,061.79","1,065.50","1,057.91","1,064.63",669.53K
1442,2023-05-26,"1,064.63","1,067.28","1,063.76","1,063.76",640.72K
1611,2023-05-29,"1,063.76","1,077.18","1,063.76","1,074.98",844.88K
1660,2023-05-30,"1,074.98","1,079.31","1,071.01","1,078.05",922.94K
1709,2023-05-31,"1,078.05","1,079.11","1,071.38","1,075.17",924.36K
580,2023-06-01,"1,075.17","1,078.39","1,071.61","1,078.39",856.81K
586,2023-06-02,"1,084.19","1,092.24","1,083.36","1,090.84",1.04M
607,2023-06-05,"1,090.84","1,103.81","1,090.84","1,097.82",948.36K
615,2023-06-06,"1,097.82","1,108.31","1,097.82","1,108.31",842.76K
623,2023-06-07,"1,108.31","1,112.28","1,104.26","1,109.54",1.00M
631,2023-06-08,"1,109.54","1,115.14","1,101.32","1,101.32",1.32M
639,2023-06-09,"1,101.32","1,107.53","1,097.23","1,107.53",902.21K
662,2023-06-12,"1,110.26","1,116.02","1,100.08","1,116.02",797.98K
695,2023-06-13,"1,116.02","1,122.46","1,116.02","1,122.46",943.54K
755,2023-06-14,"1,122.46","1,129.49","1,117.42","1,117.42",928.60K
813,2023-06-15,"1,117.42","1,120.13","1,112.11","1,116.97",716.88K
869,2023-06-16,"1,116.97","1,128.92","1,112.51","1,115.22",1.17M
1044,2023-06-19,"1,115.22","1,117.23","1,104.73","1,105.40",811.31K
1101,2023-06-20,"1,105.40","1,111.72","1,102.58","1,111.72",695.59K
1161,2023-06-21,"1,112.73","1,118.46","1,110.65","1,118.46",875.89K
1222,2023-06-22,"1,118.46","1,127.54","1,118.46","1,125.30",919.32K
